name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Yersinia mollaretii	33060	S	12	8	20	0.00004
Yersinia ruckeri	29486	S	11	6	17	0.00004
Yersinia aldovae	29483	S	10	15	25	0.00006
Gibbsiella quercinecans	929813	S	13	0	13	0.00003
Nissabacter sp. SGAir0207	2126321	S	10	0	10	0.00002
Pantoea agglomerans	549	S	29	24	53	0.00012
Pantoea dispersa	59814	S	28	8	36	0.00008
Pantoea ananatis	553	S	13	2	15	0.00003
Pantoea vagans	470934	S	13	24	37	0.00008
Pantoea cypripedii	55209	S	11	1	12	0.00003
Pantoea anthophila	470931	S	10	5	15	0.00003
Erwinia sp. E602	2675378	S	15	12	27	0.00006
Candidatus Erwinia haradaeae	1922217	S	22	0	22	0.00005
Erwinia persicina	55211	S	12	12	24	0.00005
Buchnera aphidicola	9	S	82	1	83	0.00019
Mixta hanseatica	2872648	S	11	7	18	0.00004
Providencia rettgeri	587	S	23	35	58	0.00013
Providencia stuartii	588	S	15	35	50	0.00011
Providencia alcalifaciens	126385	S	15	1	16	0.00004
Proteus mirabilis	584	S	58	16	74	0.00017
Proteus vulgaris	585	S	23	7	30	0.00007
Proteus terrae	1574161	S	13	23	36	0.00008
Morganella morganii	582	S	34	21	55	0.00012
Photorhabdus akhurstii	171438	S	10	3	13	0.00003
Dickeya chrysanthemi	556	S	18	5	23	0.00005
Dickeya zeae	204042	S	18	27	45	0.00010
Dickeya dadantii	204038	S	13	20	33	0.00007
Pectobacterium brasiliense	180957	S	10	44	54	0.00012
Edwardsiella tarda	636	S	30	15	45	0.00010
Hafnia alvei	569	S	17	8	25	0.00006
Sodalis ligni	2697027	S	13	8	21	0.00005
Gallaecimonas sp. GXIMD4217	3131927	S	19	0	19	0.00004
Gallaecimonas kandeliae	3029055	S	12	0	12	0.00003
Aeromonas caviae	648	S	3099	2732	5831	0.01312
Aeromonas sp. FDAARGOS 1415	2778064	S	359	39	398	0.00090
Aeromonas sp. XH	3081770	S	72	41	113	0.00025
Aeromonas sp. FDAARGOS 1409	2778058	S	66	37	103	0.00023
Aeromonas sp. ASNIH4	1636609	S	49	31	80	0.00018
Aeromonas sp. ASNIH2	1636607	S	47	60	107	0.00024
Aeromonas sp. ASNIH3	1636608	S	32	144	176	0.00040
Aeromonas sp. WP2-W18-CRE-05	2675707	S	32	129	161	0.00036
Aeromonas sp. CU5	2033033	S	32	2	34	0.00008
Aeromonas sp. FDAARGOS 1406	2778055	S	31	43	74	0.00017
Aeromonas sp. FDAARGOS 1402	2778051	S	23	38	61	0.00014
Aeromonas sp. FDAARGOS 1407	2778056	S	18	6	24	0.00005
Aeromonas sp. FDAARGOS 1405	2778054	S	17	4	21	0.00005
Aeromonas sp. ASNIH7	1920107	S	16	72	88	0.00020
Aeromonas sp. ASNIH5	1758179	S	15	50	65	0.00015
Aeromonas sp. ASNIH1	1636606	S	13	49	62	0.00014
Aeromonas sp. CA23	2033032	S	12	1	13	0.00003
Aeromonas sp. FDAARGOS 1418	2778067	S	12	19	31	0.00007
Aeromonas sp. 1805	2560028	S	10	5	15	0.00003
Aeromonas veronii	654	S	892	257	1149	0.00258
Aeromonas hydrophila	644	S	519	506	1025	0.00231
Aeromonas media	651	S	501	98	599	0.00135
Aeromonas salmonicida	645	S	202	113	315	0.00071
Aeromonas dhakensis	196024	S	166	56	222	0.00050
Aeromonas allosaccharophila	656	S	138	32	170	0.00038
Aeromonas jandaei	650	S	80	12	92	0.00021
Aeromonas enteropelogenes	29489	S	72	10	82	0.00018
Aeromonas simiae	218936	S	70	4	74	0.00017
Aeromonas schubertii	652	S	63	3	66	0.00015
Aeromonas encheleia	73010	S	59	4	63	0.00014
Aeromonas rivipollensis	948519	S	52	10	62	0.00014
Aeromonas rivuli	648794	S	43	2	45	0.00010
Aeromonas popoffii	70856	S	32	0	32	0.00007
Aeromonas bestiarum	105751	S	10	2	12	0.00003
uncultured Tolumonas sp.	263765	S	742	26	768	0.00173
Tolumonas auensis	43948	S	161	14	175	0.00039
Oceanimonas sp. GK1	511062	S	14	1	15	0.00003
Oceanimonas sp. AH20CE76	2977120	S	10	0	10	0.00002
Oceanimonas pelagia	3028314	S	15	1	16	0.00004
Zobellella denitrificans	347534	S	15	0	15	0.00003
Succinivibrio dextrinosolvens	83771	S	14	0	14	0.00003
Lysobacter sp. 5GHs7-4	2904253	S	43	11	54	0.00012
Lysobacter sp. FW306-1B-D06B	3140250	S	34	0	34	0.00008
Lysobacter sp. CW239	2762611	S	30	7	37	0.00008
Lysobacter sp. K5869	2820808	S	27	13	40	0.00009
Lysobacter sp. KIS68-7	2904252	S	27	4	31	0.00007
Lysobacter sp. TY2-98	2290922	S	26	3	29	0.00007
Lysobacter sp. S4-A87	2925843	S	21	6	27	0.00006
Lysobacter enzymogenes	69	S	108	165	273	0.00061
Lysobacter capsici	435897	S	103	52	155	0.00035
Lysobacter oculi	2698682	S	85	13	98	0.00022
Lysobacter lycopersici	1324796	S	82	12	94	0.00021
Lysobacter terrestris	2865112	S	52	11	63	0.00014
Lysobacter soli	453783	S	45	11	56	0.00013
Lysobacter maris	1605891	S	45	7	52	0.00012
Lysobacter solisilvae	2763317	S	42	5	47	0.00011
Lysobacter antibioticus	84531	S	36	7	43	0.00010
Lysobacter alkalisoli	2591633	S	36	4	40	0.00009
Lysobacter luteus	2822368	S	34	5	39	0.00009
Lysobacter firmicutimachus	1792846	S	33	0	33	0.00007
Lysobacter arenosi	2795387	S	25	7	32	0.00007
Lysobacter auxotrophicus	2992573	S	20	6	26	0.00006
Lysobacter soyae	2764185	S	17	2	19	0.00004
Thermomonas aquatica	2202149	S	351	114	465	0.00105
Thermomonas sp. XSG	2771436	S	143	43	186	0.00042
Thermomonas sp. HDW16	2714945	S	138	32	170	0.00038
Thermomonas brevis	215691	S	173	54	227	0.00051
Thermomonas carbonis	1463158	S	162	27	189	0.00043
Thermomonas paludicola	2884874	S	83	15	98	0.00022
Stenotrophomonas maltophilia	40324	S	218	291	509	0.00115
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	11	30	41	0.00009
Stenotrophomonas sp. 610A2	3055080	S	44	6	50	0.00011
Stenotrophomonas sp. 24(2023)	3068324	S	28	7	35	0.00008
Stenotrophomonas sp. 704A1	3055079	S	16	8	24	0.00005
Stenotrophomonas sp. 169	2770322	S	14	1	15	0.00003
Stenotrophomonas sp. 57	3051119	S	10	7	17	0.00004
Stenotrophomonas sp. BIO128-Bstrain	3027225	S	10	34	44	0.00010
Stenotrophomonas acidaminiphila	128780	S	101	141	242	0.00054
Stenotrophomonas rhizophila	216778	S	43	10	53	0.00012
Stenotrophomonas oahuensis	3003271	S	21	3	24	0.00005
Stenotrophomonas aracearum	3003272	S	12	3	15	0.00003
Xanthomonas sp. DAR 35659	3160841	S	25	0	25	0.00006
Xanthomonas sp. NCPPB 2632	3240912	S	18	0	18	0.00004
Xanthomonas sp. AM6	2982531	S	13	36	49	0.00011
Xanthomonas sp. DAR 80977	3160842	S	11	0	11	0.00002
Xanthomonas sp. NCPPB 3005	3240913	S	10	0	10	0.00002
Xanthomonas sp. 10-10	3115848	S	10	0	10	0.00002
Xanthomonas campestris	339	S	88	127	215	0.00048
Xanthomonas translucens	343	S	68	154	222	0.00050
Xanthomonas sacchari	56458	S	44	20	64	0.00014
Xanthomonas arboricola	56448	S	32	37	69	0.00016
Xanthomonas oryzae	347	S	28	19	47	0.00011
Xanthomonas vasicola	56459	S	28	18	46	0.00010
Xanthomonas citri	346	S	27	50	77	0.00017
Xanthomonas hortorum	56454	S	23	14	37	0.00008
Xanthomonas albilineans	29447	S	22	1	23	0.00005
Xanthomonas fragariae	48664	S	22	3	25	0.00006
Xanthomonas vesicatoria	56460	S	19	11	30	0.00007
Xanthomonas theicola	56464	S	19	4	23	0.00005
Xanthomonas dyei	743699	S	16	3	19	0.00004
Xanthomonas cannabis	1885674	S	16	0	16	0.00004
Xanthomonas cucurbitae	56453	S	13	2	15	0.00003
Xanthomonas cassavae	56450	S	11	3	14	0.00003
Xanthomonas nasturtii	1843581	S	11	0	11	0.00002
Xanthomonas prunicola	2053930	S	11	2	13	0.00003
Xanthomonas hyacinthi	56455	S	10	4	14	0.00003
Xanthomonas phaseoli	1985254	S	10	6	16	0.00004
Pseudoxanthomonas mexicana	128785	S	365	151	516	0.00116
Pseudoxanthomonas sp. SE1	1664560	S	55	12	67	0.00015
Pseudoxanthomonas sp. JBR18	2969308	S	30	4	34	0.00008
Pseudoxanthomonas sp. SL93	2995142	S	29	5	34	0.00008
Pseudoxanthomonas sp.	1871049	S	25	3	28	0.00006
Pseudoxanthomonas sp. X-1	2571115	S	19	7	26	0.00006
Pseudoxanthomonas suwonensis	314722	S	85	17	102	0.00023
Pseudoxanthomonas spadix	415229	S	31	5	36	0.00008
Pseudoxanthomonas daejeonensis	266062	S	24	4	28	0.00006
Pseudoxanthomonas winnipegensis	2480810	S	22	7	29	0.00007
Luteimonas sp. S4-F44	2925842	S	27	4	31	0.00007
Luteimonas sp. JM171	1896164	S	26	3	29	0.00007
Luteimonas sp. MC1750	2799326	S	23	5	28	0.00006
Luteimonas sp. MC1572	2799325	S	19	10	29	0.00007
Luteimonas sp. YGD11-2	2508168	S	18	5	23	0.00005
Luteimonas fraxinea	2901869	S	25	3	28	0.00006
Luteimonas granuli	1176533	S	21	4	25	0.00006
Luteimonas chenhongjianii	2006110	S	21	3	24	0.00005
Luteimonas yindakuii	2565782	S	18	4	22	0.00005
Arenimonas daejeonensis	370777	S	45	5	50	0.00011
Pseudolysobacter antarcticus	2511995	S	30	0	30	0.00007
Xylella fastidiosa	2371	S	11	2	13	0.00003
Rhodanobacter sp. AS-Z3	3031330	S	24	12	36	0.00008
Rhodanobacter sp. IGA1.0	3158582	S	16	0	16	0.00004
Rhodanobacter sp. FDAARGOS 1247	2778082	S	14	11	25	0.00006
Rhodanobacter thiooxydans	416169	S	65	23	88	0.00020
Rhodanobacter denitrificans	666685	S	41	15	56	0.00013
Rhodanobacter glycinis	582702	S	21	4	25	0.00006
Dyella sp. GSA-30	2994496	S	25	3	28	0.00006
Dyella sp. BiH032	3075430	S	23	4	27	0.00006
Dyella sp. A6	3069105	S	18	0	18	0.00004
Dyella thiooxydans	445710	S	34	9	43	0.00010
Dyella japonica	231455	S	20	5	25	0.00006
Dyella terrae	522259	S	19	2	21	0.00005
Dyella telluris	2763498	S	16	4	20	0.00004
Dyella caseinilytica	1849581	S	12	1	13	0.00003
Luteibacter rhizovicinus	242606	S	23	3	26	0.00006
Luteibacter flocculans	2780091	S	23	3	26	0.00006
Luteibacter aegosomatissinici	2911539	S	22	4	26	0.00006
Luteibacter aegosomatis	2911537	S	19	3	22	0.00005
Luteibacter pinisoli	2589080	S	14	3	17	0.00004
Luteibacter aegosomaticola	2911538	S	14	2	16	0.00004
Luteibacter anthropi	564369	S	11	1	12	0.00003
Dokdonella koreensis	323415	S	81	8	89	0.00020
Tahibacter amnicola	2976241	S	54	2	56	0.00013
Frateuria soli	1542730	S	22	7	29	0.00007
Frateuria edaphi	2898793	S	17	5	22	0.00005
Frateuria aurantia	81475	S	11	0	11	0.00002
Ahniella affigens	2021234	S	33	0	33	0.00007
Aerosticca soli	2010829	S	23	7	30	0.00007
Venatoribacter cucullus	2661630	S	855	33	888	0.00200
Thalassolituus hydrocarboniclasticus	2742796	S	31	5	36	0.00008
Thalassolituus oleivorans	187493	S	23	0	23	0.00005
Thalassolituus sp. C2-1	2597518	S	20	3	23	0.00005
Candidatus Thalassolituus haligoni	3100113	S	11	0	11	0.00002
Marinobacterium iners	48076	S	43	1	44	0.00010
Marinobacterium sediminicola	518898	S	14	0	14	0.00003
Marinobacterium rhizophilum	420402	S	10	0	10	0.00002
Aliamphritea hakodatensis	2895352	S	13	8	21	0.00005
Halomonas sp. M4R1S46	2982692	S	17	21	38	0.00009
Halomonas sp. BM-2019	2811227	S	16	0	16	0.00004
Halomonas sp. Y3	2956797	S	15	39	54	0.00012
Halomonas sp. Bachu 37	3084920	S	13	0	13	0.00003
Halomonas sp. 3H	2952527	S	13	28	41	0.00009
Halomonas sp. I5-271120	3061632	S	12	12	24	0.00005
Halomonas sp. CKK8	3036127	S	10	14	24	0.00005
Halomonas meridiana	29570	S	15	13	28	0.00006
Halomonas beimenensis	475662	S	13	8	21	0.00005
Halomonas sulfidivorans	2733488	S	12	8	20	0.00004
Halomonas piscis	3031727	S	12	4	16	0.00004
Halomonas chromatireducens	507626	S	11	3	14	0.00003
Halomonas elongata	2746	S	10	3	13	0.00003
Salinicola endophyticus	1949083	S	15	21	36	0.00008
Salinicola lusitanus	1949085	S	11	0	11	0.00002
Chromohalobacter israelensis	141390	S	16	10	26	0.00006
Chromohalobacter canadensis	141389	S	13	8	21	0.00005
Pistricoccus aurantiacus	1883414	S	16	7	23	0.00005
Billgrantia tianxiuensis	2497861	S	14	9	23	0.00005
Halotalea alkalilenta	376489	S	13	3	16	0.00004
Alcanivorax sp.	1872427	S	53	6	59	0.00013
Isoalcanivorax pacificus	1306787	S	28	1	29	0.00007
Alloalcanivorax dieselolei	285091	S	12	4	16	0.00004
Hahella sp. HNIBRBA332	3015983	S	15	1	16	0.00004
Hahella sp. KA22	1628392	S	10	1	11	0.00002
Hahella chejuensis	158327	S	11	0	11	0.00002
Saccharospirillum mangrovi	2161747	S	14	0	14	0.00003
Gynuella sunshinyii	1445505	S	12	0	12	0.00003
Oleiphilus messinensis	141451	S	13	0	13	0.00003
Shewanella sp. NFH-SH190041	2950245	S	10	11	21	0.00005
Shewanella decolorationis	256839	S	66	25	91	0.00020
Shewanella chilikensis	558541	S	47	30	77	0.00017
Shewanella xiamenensis	332186	S	37	43	80	0.00018
Shewanella algae	38313	S	27	7	34	0.00008
Shewanella inventionis	1738770	S	27	4	31	0.00007
Shewanella putrefaciens	24	S	22	25	47	0.00011
Shewanella baltica	62322	S	21	43	64	0.00014
Shewanella aestuarii	1028752	S	19	2	21	0.00005
Shewanella avicenniae	2814294	S	13	0	13	0.00003
Shewanella marisflavi	260364	S	12	0	12	0.00003
Shewanella litorisediminis	1173586	S	12	1	13	0.00003
Shewanella khirikhana	1965282	S	12	0	12	0.00003
Shewanella yunxiaonensis	2829809	S	10	3	13	0.00003
Alteromonas macleodii	28108	S	64	22	86	0.00019
Alteromonas mediterranea	314275	S	33	13	46	0.00010
Agarivorans gilvus	680279	S	13	5	18	0.00004
Paraglaciecola sp. L3A3	2686358	S	11	2	13	0.00003
Hydrocarboniclastica marina	2259620	S	13	0	13	0.00003
Pseudoalteromonas sp. SCSIO 43088	2822846	S	32	50	82	0.00018
Pseudoalteromonas sp. DL-6	1390185	S	11	26	37	0.00008
Ferrimonas sp. YFM	3028878	S	12	1	13	0.00003
Ferrimonas sp. SCSIO 43195	2822844	S	10	1	11	0.00002
Ferrimonas balearica	44012	S	15	1	16	0.00004
Thiorhodovibrio litoralis	2952932	S	29	0	29	0.00007
Thiorhodovibrio frisius	631362	S	27	0	27	0.00006
Thiorhodovibrio winogradskyi	77007	S	21	0	21	0.00005
Allochromatium tepidum	553982	S	35	18	53	0.00012
Allochromatium vinosum	1049	S	20	9	29	0.00007
Rheinheimera sp. D18	2545632	S	17	2	19	0.00004
Rheinheimera sp. MM224	3019969	S	15	1	16	0.00004
Rheinheimera sp. F8	1763998	S	14	0	14	0.00003
Thiocapsa sp.	2024551	S	29	5	34	0.00008
Thiocapsa bogorovii	521689	S	28	4	32	0.00007
Thiocystis violascens	73141	S	59	5	64	0.00014
Candidatus Thiodictyon syntrophicum	1166950	S	40	2	42	0.00009
Marichromatium purpuratum	37487	S	36	5	41	0.00009
Thioflavicoccus mobilis	80679	S	31	2	33	0.00007
Thermochromatium tepidum	1050	S	19	6	25	0.00006
Caldichromatium japonicum	2699430	S	13	1	14	0.00003
Thiosocius teredinicola	1973002	S	274	0	274	0.00062
Sedimenticola thiotaurini	1543721	S	31	1	32	0.00007
Sedimenticola selenatireducens	191960	S	29	0	29	0.00007
Candidatus Thiodiazotropha sp. LNASS1	3096260	S	39	0	39	0.00009
Candidatus Endoriftia persephone	393765	S	27	10	37	0.00008
Thioalkalivibrio nitratireducens	186931	S	30	6	36	0.00008
Thioalkalivibrio sulfidiphilus	1033854	S	30	4	34	0.00008
Thioalkalivibrio sp. K90mix	396595	S	17	1	18	0.00004
Thioalkalivibrio versutus	106634	S	16	2	18	0.00004
Thioalkalivibrio paradoxus	108010	S	14	3	17	0.00004
Acidihalobacter ferrooxydans	1765967	S	29	2	31	0.00007
Acidihalobacter aeolianus	2792603	S	23	3	26	0.00006
Acidihalobacter yilgarnensis	2819280	S	13	1	14	0.00003
Spiribacter halobius	2182432	S	21	2	23	0.00005
Spiribacter salinus	1335746	S	12	1	13	0.00003
Spiribacter roseus	1855875	S	12	0	12	0.00003
Ectothiorhodospira haloalkaliphila	421628	S	15	5	20	0.00004
Ectothiorhodospira sp. BSL-9	1442136	S	14	5	19	0.00004
Aquisalimonas sp. 2447	2740807	S	22	1	23	0.00005
Halorhodospira halophila	1053	S	11	1	12	0.00003
Alkalilimnicola ehrlichii	351052	S	15	2	17	0.00004
Granulosicoccus antarcticus	437505	S	14	0	14	0.00003
Sulfuriflexus mobilis	1811807	S	13	0	13	0.00003
Guyparkeria halophila	47960	S	27	3	30	0.00007
Wenzhouxiangella sp. AB-CW3	2771012	S	13	0	13	0.00003
Wenzhouxiangella marina	1579979	S	12	0	12	0.00003
Halothiobacillus diazotrophicus	1860122	S	16	1	17	0.00004
Methylomonas sp. UP202	3040943	S	21	1	22	0.00005
Methylomonas sp. EFPC3	3021710	S	14	1	15	0.00003
Methylomonas sp. LL1	2785785	S	12	0	12	0.00003
Methylomonas sp. LW13	107637	S	10	11	21	0.00005
Methylomonas koyamae	702114	S	21	22	43	0.00010
Methylomonas methanica	421	S	14	0	14	0.00003
Methylomonas rapida	2963939	S	14	1	15	0.00003
Methylomonas montana	3058963	S	13	1	14	0.00003
Methylomonas denitrificans	1538553	S	12	1	13	0.00003
Methylococcus capsulatus	414	S	49	14	63	0.00014
Methylococcus sp. EFPC2	2812648	S	34	11	45	0.00010
Methylococcus geothermalis	2681310	S	17	3	20	0.00004
Methylococcus mesophilus	2993564	S	16	3	19	0.00004
Methylocaldum marinum	1432792	S	29	3	32	0.00007
Methylocaldum szegediense	73780	S	13	0	13	0.00003
Methylomagnum ishizawai	1760988	S	26	1	27	0.00006
Methylotuvimicrobium sp. KM2	3133976	S	10	0	10	0.00002
Methylomicrobium album	39775	S	22	1	23	0.00005
Candidatus Methylospira mobilis	1808979	S	22	0	22	0.00005
Methylobacter sp. YRD-M1	2911520	S	12	0	12	0.00003
Methylogaea oryzae	1295382	S	19	1	20	0.00004
Candidatus Methylocalor cossyra	3108543	S	16	0	16	0.00004
Methylovulum psychrotolerans	1704499	S	11	0	11	0.00002
Methylomarinovum caldicuralii	438856	S	14	14	28	0.00006
Microbulbifer sp. SAOS-129_SWC	3145235	S	15	0	15	0.00003
Microbulbifer sp. YPW1	2745199	S	14	20	34	0.00008
Microbulbifer elongatus	86173	S	16	3	19	0.00004
Microbulbifer pacificus	407164	S	14	3	17	0.00004
Microbulbifer aggregans	1769779	S	12	1	13	0.00003
Cellvibrio sp. KY-GH-1	2303332	S	10	3	13	0.00003
Teredinibacter turnerae	2426	S	20	1	21	0.00005
Simiduia sp. 21SJ11W-1	2909669	S	12	2	14	0.00003
Marinimicrobium sp. C6131	3022676	S	15	1	16	0.00004
Kineobactrum salinum	2708301	S	47	2	49	0.00011
Aequoribacter fuscus	2518989	S	39	1	40	0.00009
Halioglobus japonicus	930805	S	16	1	17	0.00004
Halioglobus maricola	2601894	S	15	1	16	0.00004
Congregibacter litoralis	393662	S	18	2	20	0.00004
Spongiibacter nanhainus	2794344	S	11	2	13	0.00003
Haemophilus parainfluenzae	729	S	50	7	57	0.00013
Haemophilus influenzae	727	S	16	24	40	0.00009
Actinobacillus succinogenes	67854	S	16	0	16	0.00004
Actinobacillus equuli	718	S	12	18	30	0.00007
Mannheimia granulomatis	85402	S	15	1	16	0.00004
Mannheimia varigena	85404	S	14	10	24	0.00005
Pasteurella multocida	747	S	17	11	28	0.00006
Aggregatibacter aphrophilus	732	S	11	6	17	0.00004
Glaesserella parasuis	738	S	20	10	30	0.00007
Avibacterium paragallinarum	728	S	14	2	16	0.00004
Methylophaga frappieri	754477	S	20	6	26	0.00006
Thiomicrorhabdus sp.	2039724	S	13	6	19	0.00004
Thiothrix subterranea	2735563	S	18	3	21	0.00005
Thiothrix unzii	111769	S	10	3	13	0.00003
Thiothrix litoralis	2891210	S	10	9	19	0.00004
Legionella pneumophila	446	S	28	9	37	0.00008
Legionella sainthelensi	28087	S	16	2	18	0.00004
Legionella fallonii	96230	S	10	0	10	0.00002
Thiohalobacter sp. IOR34	3057176	S	41	26	67	0.00015
Solimonas sp. K1W22B-7	2303331	S	28	1	29	0.00007
Sinimarinibacterium sp. NLF-5-8	2698684	S	27	1	28	0.00006
Flagellatimonas centrodinii	2806210	S	19	0	19	0.00004
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	66	2	68	0.00015
Candidatus Competibacter denitrificans	1400862	S	15	0	15	0.00003
Candidatus Reidiella endopervernicosa	2738883	S	15	0	15	0.00003
Candidatus Thiodubiliella endoseptemdiera	2738886	S	10	0	10	0.00002
Sulfurifustis variabilis	1675686	S	21	1	22	0.00005
Acidiferrobacter thiooxydans	163359	S	10	2	12	0.00003
Sulfuricaulis limicola	1620215	S	15	0	15	0.00003
Immundisolibacter cernigliae	1810504	S	43	2	45	0.00010
Sulfurivermis fontis	1972068	S	35	2	37	0.00008
Steroidobacter denitrificans	465721	S	23	0	23	0.00005
Salinisphaera sp. LB1	2183911	S	17	0	17	0.00004
Woeseia oceani	1548547	S	10	0	10	0.00002
Acidovorax temperans	80878	S	7580	2524	10104	0.02273
Acidovorax sp. KKS102	358220	S	2220	583	2803	0.00631
Acidovorax sp. FHTAMBA	3140252	S	216	0	216	0.00049
Acidovorax sp. HDW3	2714923	S	206	42	248	0.00056
Acidovorax sp. JMULE5	2518343	S	160	32	192	0.00043
Acidovorax sp. 1608163	2478662	S	140	23	163	0.00037
Acidovorax sp. RAC01	1842533	S	138	32	170	0.00038
Acidovorax sp. T1	1858609	S	124	74	198	0.00045
Acidovorax sp. DW039	3095606	S	123	0	123	0.00028
Acidovorax sp. A79	3056107	S	107	0	107	0.00024
Acidovorax sp. GBBC 1281	2940492	S	35	26	61	0.00014
Acidovorax sp. NCPPB 3576	2940488	S	25	10	35	0.00008
Acidovorax carolinensis	553814	S	194	59	253	0.00057
Acidovorax radicis	758826	S	91	12	103	0.00023
Diaphorobacter limosus	3036128	S	1535	422	1957	0.00440
Diaphorobacter sp. HDW4B	2714925	S	164	13	177	0.00040
Diaphorobacter sp. HDW4A	2714924	S	126	20	146	0.00033
Diaphorobacter sp. JS3050	2735554	S	67	181	248	0.00056
Diaphorobacter sp. JS3051	2792224	S	53	162	215	0.00048
Diaphorobacter sp. C33	3060154	S	52	74	126	0.00028
Diaphorobacter sp. ED-3	3016636	S	51	136	187	0.00042
Diaphorobacter sp. MNS-0	2866628	S	45	98	143	0.00032
Diaphorobacter ruginosibacter	1715720	S	44	5	49	0.00011
Diaphorobacter aerolatus	1288495	S	41	8	49	0.00011
[Acidovorax] ebreus	721785	S	25	36	61	0.00014
Diaphorobacter nitroreducens	164759	S	24	20	44	0.00010
Comamonas sp. NLF-1-9	2853163	S	83	18	101	0.00023
Comamonas sp. GB3 AK4-5	3231487	S	77	0	77	0.00017
Comamonas sp. B21-038	2918299	S	53	16	69	0.00016
Comamonas sp. Y33R10-2	2853257	S	50	6	56	0.00013
Comamonas sp. C11	2966554	S	11	39	50	0.00011
Comamonas aquatica	225991	S	275	65	340	0.00076
Comamonas testosteroni	285	S	240	185	425	0.00096
Comamonas thiooxydans	363952	S	176	137	313	0.00070
Comamonas fluminis	2796366	S	152	21	173	0.00039
Comamonas flocculans	2597701	S	98	24	122	0.00027
Comamonas kerstersii	225992	S	91	12	103	0.00023
Comamonas terrigena	32013	S	88	13	101	0.00023
Comamonas odontotermitis	379895	S	87	9	96	0.00022
Comamonas serinivorans	1082851	S	72	8	80	0.00018
Comamonas resistens	3046670	S	72	22	94	0.00021
Comamonas antarctica	2743470	S	56	12	68	0.00015
Comamonas piscis	1562974	S	41	6	47	0.00011
Comamonas endophytica	2949090	S	35	6	41	0.00009
Comamonas koreensis	160825	S	11	21	32	0.00007
Ottowia sp. SB7-C50	3081231	S	534	155	689	0.00155
Ottowia sp. oral taxon 894	1658672	S	52	5	57	0.00013
Ottowia testudinis	2816950	S	452	75	527	0.00119
Ottowia oryzae	2109914	S	299	50	349	0.00079
Variovorax sp. HW608	1034889	S	98	16	114	0.00026
Variovorax sp. WDL1	207745	S	54	47	101	0.00023
Variovorax sp. RA8	662548	S	51	30	81	0.00018
Variovorax sp. PAMC 28711	1795631	S	50	9	59	0.00013
Variovorax sp. PBL-H6	434009	S	44	51	95	0.00021
Variovorax sp. PBS-H4	434008	S	37	13	50	0.00011
Variovorax sp. PAMC28562	2762323	S	35	4	39	0.00009
Variovorax sp. RKNM96	2681552	S	32	18	50	0.00011
Variovorax sp. V15	3065952	S	31	0	31	0.00007
Variovorax sp. V116	3065953	S	28	0	28	0.00006
Variovorax sp. PAMC26660	2762322	S	27	10	37	0.00008
Variovorax sp. V213	3065955	S	24	0	24	0.00005
Variovorax sp. 38R	2774875	S	19	26	45	0.00010
Variovorax sp. PBL-E5	434014	S	18	65	83	0.00019
Variovorax sp. V118	3065954	S	15	0	15	0.00003
Variovorax sp. SRS16	282217	S	12	32	44	0.00010
Variovorax sp. WS11	1105204	S	12	1	13	0.00003
Variovorax paradoxus	34073	S	327	158	485	0.00109
Variovorax boronicumulans	436515	S	26	34	60	0.00013
Hydrogenophaga sp. RAC07	1842537	S	80	18	98	0.00022
Hydrogenophaga sp. BPS33	2651974	S	77	12	89	0.00020
Hydrogenophaga sp. SL48	2806347	S	72	13	85	0.00019
Hydrogenophaga sp. PBC	795665	S	63	18	81	0.00018
Hydrogenophaga sp. NH-16	2184519	S	63	81	144	0.00032
Hydrogenophaga sp. PBL-H3	434010	S	51	13	64	0.00014
Hydrogenophaga sp. PAMC20947	2565558	S	43	2	45	0.00010
Hydrogenophaga sp. YM1	2806262	S	41	37	78	0.00018
Hydrogenophaga sp. SNF1	3098762	S	35	32	67	0.00015
Hydrogenophaga taeniospiralis	65656	S	67	12	79	0.00018
Hydrogenophaga crocea	2716225	S	53	13	66	0.00015
uncultured Hydrogenophaga sp.	199683	S	51	9	60	0.00013
Hydrogenophaga pseudoflava	47421	S	38	42	80	0.00018
Hydrogenophaga crassostreae	1763535	S	32	2	34	0.00008
Rhodoferax sp. WC2427	3234144	S	55	0	55	0.00012
Rhodoferax sp. BAB1	2741720	S	52	8	60	0.00013
Rhodoferax sp. GW822-FHT02A01	3141537	S	34	0	34	0.00008
Rhodoferax sp. AJA081-3	2752316	S	28	1	29	0.00007
Rhodoferax sp. PAMC 29310	2822760	S	20	1	21	0.00005
