name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pandoraea fibrosis	1891094	S	19	5	24	0.00005
Pandoraea apista	93218	S	17	4	21	0.00005
Pandoraea vervacti	656178	S	17	4	21	0.00005
Pandoraea pulmonicola	93221	S	16	3	19	0.00004
Pandoraea norimbergensis	93219	S	15	2	17	0.00004
Pandoraea oxalativorans	573737	S	12	5	17	0.00004
Polynucleobacter necessarius	576610	S	11	7	18	0.00004
Polynucleobacter paneuropaeus	2527775	S	10	6	16	0.00004
Caballeronia sp. Lep1P3	2878150	S	21	28	49	0.00011
Caballeronia sp. TF1N1	2878153	S	12	5	17	0.00004
Caballeronia zhejiangensis	871203	S	24	5	29	0.00007
Caballeronia insecticola	758793	S	16	3	19	0.00004
Caballeronia grimmiae	1071679	S	15	3	18	0.00004
Trinickia caryophylli	28094	S	26	0	26	0.00006
Trinickia violacea	2571746	S	20	3	23	0.00005
Mycetohabitans endofungorum	417203	S	13	0	13	0.00003
Mycetohabitans rhizoxinica	412963	S	12	0	12	0.00003
Lautropia mirabilis	47671	S	35	3	38	0.00009
Robbsia andropogonis	28092	S	14	0	14	0.00003
Robbsia sp. KACC 23696	3149231	S	11	0	11	0.00002
Ephemeroptericola cinctiostellae	2268024	S	13	0	13	0.00003
Sphaerotilus sulfidivorans	639200	S	798	179	977	0.00220
Sphaerotilus microaerophilus	2914710	S	79	15	94	0.00021
Roseateles sp. DAIF2	2714952	S	42	9	51	0.00011
Roseateles sp. SL47	2995138	S	35	4	39	0.00009
Mitsuaria sp. 7	1658665	S	32	4	36	0.00008
Paucibacter sp. KCTC 42545	1768242	S	23	2	25	0.00006
Roseateles sp. XES5	2877940	S	19	5	24	0.00005
uncultured Roseateles sp.	452440	S	47	6	53	0.00012
Paucibacter sediminis	3019553	S	42	8	50	0.00011
Roseateles amylovorans	2978473	S	34	4	38	0.00009
Paucibacter aquatile	2070761	S	31	3	34	0.00008
Roseateles depolymerans	76731	S	24	3	27	0.00006
Piscinibacter gummiphilus	946333	S	76	11	87	0.00020
Piscinibacter sp. XHJ-5	3037797	S	50	6	56	0.00013
Caldimonas thermodepolymerans	215580	S	44	15	59	0.00013
Caldimonas brevitalea	413882	S	41	5	46	0.00010
Schlegelella aquatica	376175	S	29	7	36	0.00008
Rubrivivax gelatinosus	28068	S	102	20	122	0.00027
Aquincola tertiaricarbonis	391953	S	101	19	120	0.00027
Methylibium petroleiphilum	105560	S	28	16	44	0.00010
Methylibium sp. Pch-M	2082386	S	25	21	46	0.00010
Leptothrix cholodnii	34029	S	66	13	79	0.00018
Ideonella dechloratans	36863	S	64	16	80	0.00018
Inhella inkyongensis	392593	S	24	2	26	0.00006
Massilia sp. WG5	1707785	S	33	11	44	0.00010
Massilia sp. METH4	3123041	S	33	0	33	0.00007
Massilia sp. H6	2970464	S	29	7	36	0.00008
Massilia sp. NP310	2861282	S	26	20	46	0.00010
Massilia sp. PAMC28688	2861283	S	25	4	29	0.00007
Massilia sp. W12	3126507	S	25	0	25	0.00006
Massilia sp. R2A-15	3064278	S	22	6	28	0.00006
Massilia sp. YMA4	1593482	S	17	11	28	0.00006
Massilia sp. erpn	2738142	S	16	36	52	0.00012
Massilia violaceinigra	2045208	S	50	12	62	0.00014
Massilia forsythiae	2728020	S	36	8	44	0.00010
Massilia putida	1141883	S	29	9	38	0.00009
Massilia varians	457921	S	25	6	31	0.00007
Massilia oculi	945844	S	23	12	35	0.00008
Massilia endophytica	2899220	S	23	5	28	0.00006
Massilia antarctica	2765360	S	20	6	26	0.00006
Massilia litorea	2769491	S	19	6	25	0.00006
Pseudoduganella aquatica	2660641	S	31	8	39	0.00009
Pseudoduganella flava	871742	S	29	7	36	0.00008
Pseudoduganella lutea	321985	S	22	6	28	0.00006
Pseudoduganella plicata	321984	S	20	5	25	0.00006
Pseudoduganella umbonata	864828	S	20	7	27	0.00006
Pseudoduganella armeniaca	2072590	S	20	12	32	0.00007
Pseudoduganella albidiflava	321983	S	14	22	36	0.00008
Pseudoduganella chitinolytica	34070	S	11	4	15	0.00003
Rugamonas sp. DEMB1	3039386	S	47	15	62	0.00014
Duganella zoogloeoides	75659	S	24	4	28	0.00006
Duganella dendranthematis	2728021	S	22	4	26	0.00006
Telluria beijingensis	3068633	S	23	12	35	0.00008
Telluria mixta	34071	S	19	6	25	0.00006
Janthinobacterium sp. J1-1	3065910	S	28	8	36	0.00008
Janthinobacterium sp. Marseille	375286	S	17	2	19	0.00004
Janthinobacterium sp. 17J80-10	2497863	S	15	2	17	0.00004
Janthinobacterium sp. TB1-E2	2985511	S	12	0	12	0.00003
Janthinobacterium sp. LM6	1938606	S	11	10	21	0.00005
Janthinobacterium agaricidamnosum	55508	S	24	9	33	0.00007
Janthinobacterium lividum	29581	S	20	57	77	0.00017
Janthinobacterium rivuli	2751478	S	10	7	17	0.00004
Herbaspirillum sp. WKF16	3028312	S	26	10	36	0.00008
Herbaspirillum sp. meg3	2025949	S	20	2	22	0.00005
Herbaspirillum sp. DW155	3095609	S	17	0	17	0.00004
Herbaspirillum seropedicae	964	S	29	10	39	0.00009
Herbaspirillum huttiense	863372	S	29	9	38	0.00009
Herbaspirillum frisingense	92645	S	25	8	33	0.00007
Herbaspirillum rubrisubalbicans	80842	S	23	8	31	0.00007
Herbaspirillum robiniae	2014887	S	19	7	26	0.00006
Herbaspirillum hiltneri	341045	S	16	3	19	0.00004
Collimonas fungivorans	158899	S	40	7	47	0.00011
Collimonas arenae	279058	S	29	3	32	0.00007
Collimonas pratensis	279113	S	23	3	26	0.00006
Undibacterium sp. CCC3.4	3048609	S	23	1	24	0.00005
Undibacterium sp. YM2	2058625	S	10	4	14	0.00003
Undibacterium parvum	401471	S	10	0	10	0.00002
Oxalobacter aliiformigenes	2946593	S	11	1	12	0.00003
Actimicrobium sp. CCC2.4	3048606	S	23	2	25	0.00006
Noviherbaspirillum sp. UKPF54	2601898	S	22	3	25	0.00006
Achromobacter sp. AONIH1	1758194	S	41	22	63	0.00014
Achromobacter sp. MFA1 R4	1881016	S	17	15	32	0.00007
Achromobacter xylosoxidans	85698	S	88	68	156	0.00035
Achromobacter spanius	217203	S	43	61	104	0.00023
Achromobacter deleyi	1353891	S	37	24	61	0.00014
Achromobacter denitrificans	32002	S	32	11	43	0.00010
Achromobacter insolitus	217204	S	29	10	39	0.00009
Achromobacter mucicolens	1389922	S	21	32	53	0.00012
Achromobacter veterisilvae	2069367	S	19	0	19	0.00004
Achromobacter pestifer	1353889	S	14	9	23	0.00005
Achromobacter seleniivolatilans	3047478	S	14	4	18	0.00004
Bordetella hinzii	103855	S	46	11	57	0.00013
Bordetella sp. N	1746199	S	25	2	27	0.00006
Bordetella sp. H567	1697043	S	14	1	15	0.00003
Bordetella bronchialis	463025	S	30	3	33	0.00007
Bordetella trematum	123899	S	29	4	33	0.00007
Bordetella flabilis	463014	S	29	2	31	0.00007
Bordetella genomosp. 13	463040	S	26	5	31	0.00007
Bordetella petrii	94624	S	23	6	29	0.00007
Bordetella genomosp. 8	1416806	S	21	2	23	0.00005
Bordetella genomosp. 9	1416803	S	19	2	21	0.00005
Bordetella bronchiseptica	518	S	17	46	63	0.00014
Bordetella avium	521	S	17	1	18	0.00004
Bordetella parapertussis	519	S	11	52	63	0.00014
Bordetella holmesii	35814	S	11	1	12	0.00003
Alcaligenes faecalis	511	S	27	28	55	0.00012
Alcaligenes sp. SDU_A2	3136634	S	19	0	19	0.00004
Castellaniella defragrans	75697	S	34	6	40	0.00009
Castellaniella ginsengisoli	546114	S	33	0	33	0.00007
Castellaniella sp. MT123	3140381	S	18	0	18	0.00004
Pigmentiphaga sp. CHJ604	3081984	S	22	0	22	0.00005
Pigmentiphaga sp. H8	2488560	S	20	1	21	0.00005
Pigmentiphaga aceris	1940612	S	16	0	16	0.00004
Orrella dioscoreae	1851544	S	20	3	23	0.00005
Orrella marina	2163011	S	10	0	10	0.00002
Pollutimonas sp. M17	2962065	S	25	2	27	0.00006
Advenella mimigardefordensis	302406	S	11	0	11	0.00002
Paralcaligenes sp. KSB-10	2901142	S	19	0	19	0.00004
Kerstersia gyiorum	206506	S	18	1	19	0.00004
Pusillimonas sp. T7-7	1007105	S	10	0	10	0.00002
Thiomonas sp. X19	1050370	S	40	15	55	0.00012
Thiomonas intermedia	926	S	27	3	30	0.00007
Thiomonas arsenitoxydans	426114	S	16	14	30	0.00007
Aquabacterium sp. J223	2898431	S	41	9	50	0.00011
Aquabacterium sp. OR-4	2978127	S	13	1	14	0.00003
Aquabacterium olei	1296669	S	51	7	58	0.00013
Xylophilus rhododendri	2697032	S	27	5	32	0.00007
Xylophilus sp. GOD-11R	3089814	S	26	5	31	0.00007
Rhizobacter sp. AJA081-3	2753607	S	53	10	63	0.00014
Eleftheria terrae	1597781	S	40	5	45	0.00010
Tepidimonas taiwanensis	307486	S	29	5	34	0.00008
Sutterella wadsworthensis	40545	S	52	1	53	0.00012
Sutterella megalosphaeroides	2494234	S	11	0	11	0.00002
Duodenibacillus massiliensis	1852381	S	12	0	12	0.00003
Thauera aminoaromatica	164330	S	3602	1209	4811	0.01082
Thauera sp. JM12B12	3142262	S	555	0	555	0.00125
Thauera sp. GDN1	2944810	S	438	190	628	0.00141
Thauera sp. WB-2	2897772	S	404	112	516	0.00116
Thauera sp. K11	2005884	S	321	120	441	0.00099
Thauera humireducens	1134435	S	478	117	595	0.00134
Thauera chlorobenzoica	96773	S	171	78	249	0.00056
Thauera aromatica	59405	S	165	82	247	0.00056
Azoarcus sp. DD4	2027405	S	249	80	329	0.00074
Azoarcus sp. KH32C	748247	S	149	22	171	0.00038
Azoarcus sp. CIB	198107	S	134	59	193	0.00043
Azoarcus sp. DN11	356837	S	131	56	187	0.00042
Azoarcus olearius	418699	S	215	61	276	0.00062
Nitrogeniibacter mangrovi	2016596	S	326	54	380	0.00085
Nitrogeniibacter aestuarii	2815343	S	167	15	182	0.00041
Parazoarcus communis	41977	S	504	66	570	0.00128
Pseudothauera hydrothermalis	2184083	S	134	17	151	0.00034
Pseudazoarcus pumilus	2067960	S	105	14	119	0.00027
Denitromonas iodatirespirans	2795389	S	35	1	36	0.00008
Dechloromonas sp. A34	447588	S	204	49	253	0.00057
Dechloromonas sp. ZY10	2664436	S	139	0	139	0.00031
Dechloromonas sp. HYN0024	2231055	S	98	27	125	0.00028
Dechloromonas sp. TW-R-39-2	2654218	S	67	44	111	0.00025
Dechloromonas denitrificans	281362	S	271	83	354	0.00080
Ferribacterium limneticum	76259	S	620	133	753	0.00169
Azonexus hydrophilus	418702	S	175	0	175	0.00039
Quatrionicoccus australiensis	138118	S	134	40	174	0.00039
Aromatoleum aromaticum	551760	S	150	59	209	0.00047
Aromatoleum bremense	76115	S	126	37	163	0.00037
Aromatoleum petrolei	76116	S	95	30	125	0.00028
Azospira restricta	404405	S	192	46	238	0.00054
Azospira oryzae	146939	S	46	50	96	0.00022
Azospira sp. I09	1765049	S	44	39	83	0.00019
Azospira inquinata	2785627	S	41	2	43	0.00010
Niveibacterium microcysteis	2811415	S	85	7	92	0.00021
Niveibacterium sp. SC-1	3135646	S	66	0	66	0.00015
uncultured Propionivibrio sp.	426737	S	130	9	139	0.00031
Oryzomicrobium terrae	1735038	S	57	11	68	0.00015
Fluviibacter phosphoraccumulans	1751046	S	13	0	13	0.00003
Aquaspirillum sp. LM1	1938604	S	2735	254	2989	0.00672
Laribacter hongkongensis	168471	S	340	66	406	0.00091
Microvirgula aerodenitrificans	57480	S	26	2	28	0.00006
Uruburuella suis	252130	S	1065	59	1124	0.00253
Uruburuella testudinis	1282863	S	41	2	43	0.00010
Neisseria brasiliensis	2666100	S	118	10	128	0.00029
Neisseria sp. KEM232	655307	S	16	0	16	0.00004
Neisseria leonii	2995413	S	34	0	34	0.00008
Neisseria dentiae	194197	S	28	1	29	0.00007
Neisseria weixii	1853276	S	23	1	24	0.00005
Neisseria elongata	495	S	22	2	24	0.00005
Neisseria gonorrhoeae	485	S	21	32	53	0.00012
Neisseria chenwenguii	1853278	S	20	0	20	0.00004
Neisseria shayeganii	607712	S	20	1	21	0.00005
Neisseria canis	493	S	17	1	18	0.00004
Neisseria subflava	28449	S	17	4	21	0.00005
Neisseria zalophi	640030	S	16	0	16	0.00004
Neisseria yangbaofengii	2709396	S	15	0	15	0.00003
Neisseria musculi	1815583	S	15	0	15	0.00003
Neisseria bacilliformis	267212	S	14	1	15	0.00003
Neisseria wadsworthii	607711	S	14	0	14	0.00003
Neisseria lisongii	2912188	S	13	0	13	0.00003
Neisseria weaveri	28091	S	12	0	12	0.00003
Neisseria arctica	1470200	S	12	0	12	0.00003
Neisseria animalis	492	S	12	0	12	0.00003
Neisseria meningitidis	487	S	10	230	240	0.00054
Vitreoscilla massiliensis	1689272	S	75	4	79	0.00018
Vitreoscilla filiformis	63	S	23	2	25	0.00006
Paralysiella testudinis	2809020	S	60	3	63	0.00014
Snodgrassella alvi	1196083	S	25	0	25	0.00006
Crenobacter cavernae	2290923	S	15	2	17	0.00004
Chromobacterium sp. IIBBL 290-4	2953890	S	45	13	58	0.00013
Chromobacterium sp. ATCC 53434	2059672	S	24	8	32	0.00007
Chromobacterium vaccinii	1108595	S	48	25	73	0.00016
Chromobacterium violaceum	536	S	42	32	74	0.00017
Chromobacterium paludis	2605945	S	34	14	48	0.00011
Chromobacterium phragmitis	2202141	S	31	14	45	0.00010
Chromobacterium subtsugae	251747	S	25	0	25	0.00006
Chromobacterium amazonense	1382803	S	19	7	26	0.00006
Chromobacterium rhizoryzae	1778675	S	10	61	71	0.00016
Aquitalea aquatilis	1537400	S	21	5	26	0.00006
Aquitalea denitrificans	519081	S	20	8	28	0.00006
Aquitalea magnusonii	332411	S	18	8	26	0.00006
Aquitalea sp. USM4	1590041	S	18	8	26	0.00006
Paludibacterium yongneupense	400061	S	24	2	26	0.00006
Paludibacterium paludis	1225769	S	24	3	27	0.00006
Vogesella sp. LIG4	1192162	S	39	9	48	0.00011
Vogesella sp. XCS3	2877939	S	35	6	41	0.00009
Pseudogulbenkiania sp. NH8B	748280	S	33	7	40	0.00009
Chitinimonas koreensis	356302	S	50	6	56	0.00013
Chitinimonas arctica	2594795	S	22	1	23	0.00005
Jeongeupia sp. USM3	1906741	S	29	5	34	0.00008
Jeongeupia sp. HS-3	1009682	S	22	3	25	0.00006
Chitiniphilus purpureus	2981137	S	43	7	50	0.00011
Chitinibacter bivalviorum	2739434	S	10	4	14	0.00003
Chitinolyticbacter meiyuanensis	682798	S	24	3	27	0.00006
Denitratisoma sp. DHT3	1981880	S	65	16	81	0.00018
Denitratisoma oestradiolicum	311182	S	62	8	70	0.00016
Sulfuricystis thermophila	2496847	S	43	12	55	0.00012
Sulfuricystis multivorans	2211108	S	41	8	49	0.00011
Sulfuritalea hydrogenivorans	748811	S	68	11	79	0.00018
Methyloversatilis sp. RAC08	1842540	S	47	5	52	0.00012
Sterolibacterium denitrificans	157592	S	43	6	49	0.00011
Rugosibacter aromaticivorans	1565605	S	41	3	44	0.00010
Nitrosomonas sp. sh817	3070658	S	195	8	203	0.00046
Nitrosomonas sp.	42353	S	39	1	40	0.00009
Nitrosomonas sp. Is79A3	261292	S	25	0	25	0.00006
Nitrosomonas ureae	44577	S	28	0	28	0.00006
Nitrosomonas europaea	915	S	18	32	50	0.00011
Nitrosomonas eutropha	916	S	10	0	10	0.00002
Nitrosospira multiformis	1231	S	11	4	15	0.00003
Sulfuritortus calidifontis	1914471	S	133	32	165	0.00037
Thiobacillus sp. SCUT-2	3110231	S	53	0	53	0.00012
Thiobacillus sp.	924	S	46	7	53	0.00012
Thiobacillus denitrificans	36861	S	25	3	28	0.00006
Sideroxyarcus emersonii	2764705	S	34	3	37	0.00008
Sideroxydans lithotrophicus	63745	S	17	3	20	0.00004
Sideroxydans sp. CL21	2600596	S	13	1	14	0.00003
Ferrigenium kumadai	1682490	S	29	3	32	0.00007
Gallionella capsiferriformans	370405	S	13	0	13	0.00003
Ferriphaselus amnicola	1188319	S	13	0	13	0.00003
Sulfuriferula plumbiphila	171865	S	29	3	32	0.00007
Sulfuriferula sp. AH1	1985873	S	17	1	18	0.00004
Sulfurimicrobium lacus	2715678	S	51	4	55	0.00012
Sulfuricella denitrificans	649841	S	23	1	24	0.00005
Methylobacillus flagellatus	405	S	14	1	15	0.00003
Usitatibacter rugosus	2732067	S	27	3	30	0.00007
Usitatibacter palustris	2732487	S	19	2	21	0.00005
Chitinivorax sp. PXF-14	3230488	S	56	0	56	0.00013
Casimicrobium huifangae	2591109	S	24	1	25	0.00006
Rhizobium sp. TH2	2775403	S	47	5	52	0.00012
Rhizobium sp. 32-5/1	3019602	S	28	5	33	0.00007
Rhizobium sp. WL3	2603277	S	26	9	35	0.00008
Rhizobium sp. BG4	2613770	S	26	6	32	0.00007
Rhizobium sp. WYJ-E13	2849093	S	23	5	28	0.00006
Rhizobium sp. X9	2815360	S	20	30	50	0.00011
Rhizobium sp. Pop5	1223565	S	19	17	36	0.00008
Rhizobium sp. CB3090	3039156	S	19	11	30	0.00007
Rhizobium sp. SL42	2806346	S	18	3	21	0.00005
Rhizobium sp. AB2/73	2795216	S	18	30	48	0.00011
Rhizobium sp. SSA_523	2952477	S	17	2	19	0.00004
Rhizobium sp. CC-CFT758	2926709	S	16	2	18	0.00004
Rhizobium sp. NZLR1	2731096	S	10	12	22	0.00005
Rhizobium sp. C104	2917727	S	10	22	32	0.00007
Rhizobium sp. 11515TR	2028343	S	10	14	24	0.00005
Rhizobium leguminosarum	384	S	62	123	185	0.00042
Rhizobium etli	29449	S	34	19	53	0.00012
Rhizobium rosettiformans	1368430	S	29	9	38	0.00009
Rhizobium rhizogenes	359	S	27	16	43	0.00010
Rhizobium daejeonense	240521	S	27	7	34	0.00008
Rhizobium jaguaris	1312183	S	24	3	27	0.00006
Rhizobium ruizarguesonis	2081791	S	23	27	50	0.00011
Rhizobium phaseoli	396	S	20	16	36	0.00008
Rhizobium sullae	50338	S	19	3	22	0.00005
Rhizobium gallicum	56730	S	18	23	41	0.00009
Rhizobium bangladeshense	1138189	S	17	6	23	0.00005
Rhizobium rhizoryzae	451876	S	16	1	17	0.00004
Rhizobium tumorigenes	2041385	S	13	5	18	0.00004
Rhizobium lusitanum	293958	S	13	2	15	0.00003
Rhizobium lentis	1138194	S	12	5	17	0.00004
Rhizobium oryzihabitans	2267833	S	11	17	28	0.00006
Rhizobium anhuiense	1184720	S	10	6	16	0.00004
Agrobacterium tumefaciens	358	S	102	80	182	0.00041
Agrobacterium fabrum	1176649	S	12	19	31	0.00007
Agrobacterium vitis	373	S	41	22	63	0.00014
Agrobacterium pusense	648995	S	39	44	83	0.00019
Agrobacterium vaccinii	2735528	S	17	2	19	0.00004
Agrobacterium leguminum	2792015	S	11	9	20	0.00004
Pararhizobium sp. BT-229	2986923	S	35	9	44	0.00010
Pararhizobium sp. A13	3133975	S	25	0	25	0.00006
Pararhizobium sp. YC-54	2986920	S	24	6	30	0.00007
Pararhizobium qamdonense	3031126	S	31	13	44	0.00010
Pararhizobium gei	1395951	S	18	2	20	0.00004
Neorhizobium galegae	399	S	45	10	55	0.00012
Neorhizobium sp. SOG26	2060726	S	12	1	13	0.00003
Neorhizobium sp. NCHU2750	1825976	S	10	0	10	0.00002
Pseudorhizobium banfieldiae	1125847	S	15	5	20	0.00004
Pseudorhizobium flavum	1335061	S	10	3	13	0.00003
Allorhizobium pseudoryzae	379684	S	13	2	15	0.00003
Shinella zoogloeoides	352475	S	335	163	498	0.00112
Shinella sp. HZN7	879274	S	99	78	177	0.00040
Shinella sp. PSBB067	2715959	S	62	65	127	0.00029
Shinella sp. H4-D48	2925841	S	23	15	38	0.00009
Shinella sp. XGS7	2877941	S	20	4	24	0.00005
Shinella sumterensis	1967501	S	24	19	43	0.00010
Shinella oryzae	2871820	S	17	9	26	0.00006
Sinorhizobium fredii	380	S	64	42	106	0.00024
Sinorhizobium sp. RAC02	1842534	S	24	13	37	0.00008
Sinorhizobium meliloti	382	S	27	39	66	0.00015
Sinorhizobium medicae	110321	S	21	9	30	0.00007
Sinorhizobium chiapasense	501572	S	20	0	20	0.00004
Sinorhizobium americanum	194963	S	14	6	20	0.00004
Sinorhizobium alkalisoli	1752398	S	13	2	15	0.00003
Sinorhizobium sojae	716925	S	11	3	14	0.00003
Sinorhizobium numidicum	680248	S	10	2	12	0.00003
Ensifer adhaerens	106592	S	75	20	95	0.00021
Ensifer sp. PDNC004	2811423	S	17	7	24	0.00005
Ensifer sp. WSM1721	1041159	S	13	0	13	0.00003
Ensifer canadensis	555315	S	29	6	35	0.00008
Hoeflea phototrophica	244596	S	13	1	14	0.00003
Hoeflea sp. IMCC20628	1620421	S	13	1	14	0.00003
Peteryoungia desertarenae	1813451	S	10	1	11	0.00002
Ciceribacter thiooxidans	1969821	S	15	2	17	0.00004
uncultured Gellertiella sp.	2040489	S	14	2	16	0.00004
Bradyrhizobium sp. WD16	1521768	S	57	7	64	0.00014
Bradyrhizobium sp. ORS 278	114615	S	38	13	51	0.00011
Bradyrhizobium sp. NP1	3049772	S	33	5	38	0.00009
Bradyrhizobium sp. Ash2021	2954771	S	33	5	38	0.00009
Bradyrhizobium sp. CCBAU 51753	1325100	S	33	10	43	0.00010
Bradyrhizobium sp. BWA-3-5	3080013	S	32	14	46	0.00010
Bradyrhizobium sp. sBnM-33	2831780	S	30	8	38	0.00009
Bradyrhizobium sp. ORS 285	115808	S	29	10	39	0.00009
Bradyrhizobium sp. SK17	2057741	S	28	9	37	0.00008
Bradyrhizobium sp. CCBAU 051011	858422	S	28	8	36	0.00008
Bradyrhizobium sp. BTAi1	288000	S	26	6	32	0.00007
Bradyrhizobium sp. 186	2782654	S	25	12	37	0.00008
Bradyrhizobium sp. 200	2782665	S	25	12	37	0.00008
Bradyrhizobium genosp. L	83637	S	24	6	30	0.00007
Bradyrhizobium sp. CIAT3101	439387	S	23	6	29	0.00007
Bradyrhizobium sp. CB1650	3039153	S	23	11	34	0.00008
Bradyrhizobium sp. CB3481	3039158	S	23	11	34	0.00008
Bradyrhizobium sp. CB82	3039159	S	23	5	28	0.00006
Bradyrhizobium sp. 170	2782641	S	22	12	34	0.00008
Bradyrhizobium sp. LLZ17	3239388	S	22	0	22	0.00005
Bradyrhizobium sp. 195	2782662	S	19	11	30	0.00007
Bradyrhizobium sp. CCGE-LA001	1223566	S	16	6	22	0.00005
Bradyrhizobium sp. B097	3140244	S	15	0	15	0.00003
Bradyrhizobium sp. 1(2017)	1404888	S	15	6	21	0.00005
Bradyrhizobium sp. CCBAU 51765	1325102	S	14	26	40	0.00009
Bradyrhizobium sp. 191	2782659	S	13	29	42	0.00009
Bradyrhizobium sp. CB1015	2976822	S	12	7	19	0.00004
Bradyrhizobium sp. NDS-1	3080014	S	12	6	18	0.00004
Bradyrhizobium sp. BEA-2-5	3080015	S	12	15	27	0.00006
Bradyrhizobium sp. CCBAU 53421	1325120	S	12	4	16	0.00004
Bradyrhizobium sp.	376	S	11	9	20	0.00004
Bradyrhizobium sp. 6(2017)	1197460	S	11	3	14	0.00003
Bradyrhizobium erythrophlei	1437360	S	88	5	93	0.00021
Bradyrhizobium sediminis	2840469	S	62	6	68	0.00015
Bradyrhizobium diazoefficiens	1355477	S	61	17	78	0.00018
Bradyrhizobium elkanii	29448	S	43	14	57	0.00013
Bradyrhizobium prioriisuperbiae	2854389	S	39	2	41	0.00009
Bradyrhizobium ontarionense	2898149	S	32	7	39	0.00009
Bradyrhizobium roseum	3056648	S	30	2	32	0.00007
Bradyrhizobium lablabi	722472	S	27	4	31	0.00007
Bradyrhizobium arachidis	858423	S	27	6	33	0.00007
Bradyrhizobium canariense	255045	S	24	5	29	0.00007
Bradyrhizobium oligotrophicum	44255	S	24	2	26	0.00006
Bradyrhizobium guangdongense	1325090	S	22	2	24	0.00005
Bradyrhizobium symbiodeficiens	1404367	S	20	6	26	0.00006
Bradyrhizobium icense	1274631	S	19	1	20	0.00004
Bradyrhizobium guangxiense	1325115	S	18	2	20	0.00004
Bradyrhizobium cosmicum	1404864	S	16	2	18	0.00004
Bradyrhizobium commune	83627	S	16	1	17	0.00004
Bradyrhizobium guangzhouense	1325095	S	16	2	18	0.00004
Bradyrhizobium huanghuaihaiense	990078	S	16	0	16	0.00004
Bradyrhizobium barranii	2992140	S	16	6	22	0.00005
Bradyrhizobium japonicum	375	S	16	4	20	0.00004
Bradyrhizobium quebecense	2748629	S	15	2	17	0.00004
Bradyrhizobium vignae	1549949	S	15	1	16	0.00004
Bradyrhizobium septentrionale	1404411	S	13	2	15	0.00003
Bradyrhizobium betae	244734	S	13	4	17	0.00004
Bradyrhizobium yuanmingense	108015	S	12	2369	2381	0.00536
Bradyrhizobium paxllaeri	190148	S	11	1	12	0.00003
Bradyrhizobium amphicarpaeae	1404768	S	11	1	12	0.00003
Bradyrhizobium xenonodulans	2736875	S	11	1	12	0.00003
Rhodopseudomonas palustris	1076	S	147	23	170	0.00038
Rhodopseudomonas sp. BAL398	3034676	S	34	7	41	0.00009
Rhodopseudomonas sp. P2A-2r	2991972	S	24	2	26	0.00006
Rhodopseudomonas boonkerdii	475937	S	24	4	28	0.00006
Tardiphaga alba	340268	S	13	2	15	0.00003
Afipia carboxidovorans	40137	S	29	9	38	0.00009
[Pseudomonas] carboxydohydrogena	290	S	22	2	24	0.00005
Afipia sp. GAS231	1882747	S	11	1	12	0.00003
Nitrobacter hamburgensis	912	S	20	1	21	0.00005
Nitrobacter winogradskyi	913	S	20	2	22	0.00005
Variibacter gotjawalensis	1333996	S	25	1	26	0.00006
Mesorhizobium sp. 8	2584466	S	48	12	60	0.00013
Mesorhizobium sp. DCY119	2108445	S	32	6	38	0.00009
Mesorhizobium sp. Pch-S	2082387	S	30	4	34	0.00008
Mesorhizobium sp. B1-1-8	2589976	S	29	14	43	0.00010
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	26	22	48	0.00011
Mesorhizobium sp. L-2-11	2744521	S	23	20	43	0.00010
Mesorhizobium sp. B2-1-1	2589974	S	23	10	33	0.00007
Mesorhizobium sp. INR15	2654248	S	21	6	27	0.00006
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	21	19	40	0.00009
Mesorhizobium sp. B2-8-5	2589903	S	21	15	36	0.00008
Mesorhizobium sp. 131-2-1	2744518	S	21	21	42	0.00009
Mesorhizobium sp. B2-1-8	2589967	S	20	13	33	0.00007
Mesorhizobium sp. AR07	2865838	S	18	13	31	0.00007
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	S	17	13	30	0.00007
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	17	18	35	0.00008
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	17	33	50	0.00011
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	17	20	37	0.00008
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	16	13	29	0.00007
Mesorhizobium sp. AR10	2865839	S	16	9	25	0.00006
Mesorhizobium sp. 113-1-2	2744515	S	15	20	35	0.00008
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	14	12	26	0.00006
Mesorhizobium sp. PAMC28654	2880934	S	14	5	19	0.00004
Mesorhizobium sp. NZP2298	2483403	S	14	21	35	0.00008
Mesorhizobium sp. B4-1-4	2589888	S	13	6	19	0.00004
Mesorhizobium sp. J8	2777475	S	13	9	22	0.00005
Mesorhizobium sp. AR02	2865837	S	13	14	27	0.00006
Mesorhizobium sp. 113-3-3	2744516	S	11	13	24	0.00005
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	11	6	17	0.00004
