name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Tannerella forsythia	28112	S	28	0	28	0.00007
Tannerella serpentiformis	712710	S	13	0	13	0.00003
Alistipes onderdonkii	328813	S	332	66	398	0.00096
Alistipes shahii	328814	S	131	10	141	0.00034
Alistipes finegoldii	214856	S	113	10	123	0.00030
Alistipes indistinctus	626932	S	83	2	85	0.00020
Alistipes communis	2585118	S	77	2	79	0.00019
Alistipes dispar	2585119	S	56	1	57	0.00014
uncultured Alistipes sp.	538949	S	50	1	51	0.00012
Alistipes sp. dk3624	2662363	S	45	0	45	0.00011
Alistipes senegalensis	1288121	S	37	1	38	0.00009
Alistipes ihumii	1470347	S	29	0	29	0.00007
Alistipes megaguti	2364787	S	27	0	27	0.00007
uncultured Acetobacteroides sp.	1760811	S	48	0	48	0.00012
Butyricimonas virosa	544645	S	249	10	259	0.00062
Butyricimonas paravirosa	1472417	S	99	9	108	0.00026
Butyricimonas faecihominis	1472416	S	69	14	83	0.00020
Butyricimonas faecalis	2093856	S	47	1	48	0.00012
Odoribacter splanchnicus	28118	S	311	114	425	0.00102
Coprobacter fastidiosus	1099853	S	93	3	96	0.00023
Coprobacter secundus	1501392	S	58	1	59	0.00014
Barnesiella sp. An22	1965590	S	78	0	78	0.00019
Barnesiella viscericola	397865	S	40	1	41	0.00010
Porphyromonas gingivalis	837	S	43	112	155	0.00037
Porphyromonas pogonae	867595	S	21	0	21	0.00005
Porphyromonas somerae	322095	S	19	0	19	0.00005
Porphyromonas crevioricanis	393921	S	11	0	11	0.00003
Porphyromonas sp. oral taxon 275	712435	S	11	0	11	0.00003
uncultured Macellibacteroides sp.	1243007	S	116	0	116	0.00028
Petrimonas mucosa	1642646	S	55	3	58	0.00014
Petrimonas sp.	2023866	S	35	0	35	0.00008
Proteiniphilum saccharofermentans	1642647	S	47	0	47	0.00011
Proteiniphilum propionicum	2829812	S	28	0	28	0.00007
Dysgonomonas sp. HDW5B	2714927	S	11	18	29	0.00007
Dysgonomonas capnocytophagoides	45254	S	29	0	29	0.00007
Muribaculum gordoncarteri	2530390	S	38	1	39	0.00009
Muribaculum intestinale	1796646	S	22	0	22	0.00005
Duncaniella dubosii	2518971	S	27	4	31	0.00007
Sodaliphilus pleomorphus	2606626	S	49	0	49	0.00012
Paramuribaculum intestinale	2094151	S	20	0	20	0.00005
Paludibacter propionicigenes	185300	S	124	3	127	0.00031
Tenuifilum thalassicum	2590900	S	17	0	17	0.00004
Salinivirga cyanobacteriivorans	1307839	S	15	0	15	0.00004
uncultured Draconibacterium sp.	1573823	S	142	13	155	0.00037
Draconibacterium orientale	1168034	S	27	5	32	0.00008
Draconibacterium halophilum	2706887	S	21	2	23	0.00006
Aquipluma nitroreducens	2010828	S	179	1	180	0.00043
Maribellus comscasis	2681766	S	27	1	28	0.00007
Mangrovibacterium marinum	1639118	S	22	1	23	0.00006
uncultured Sunxiuqinia sp.	1573825	S	18	2	20	0.00005
uncultured Carboxylicivirga sp.	1628156	S	71	1	72	0.00017
Xiashengella succiniciproducens	2949635	S	21	0	21	0.00005
Alkalitalea saponilacus	889453	S	13	0	13	0.00003
Labilibaculum antarcticum	1717717	S	14	2	16	0.00004
Labilibaculum manganireducens	1940525	S	10	6	16	0.00004
Marinifilum fragile	570161	S	25	1	26	0.00006
uncultured Marinifilum sp.	1127472	S	13	1	14	0.00003
Cloacibacterium caeni	2004710	S	9571	975	10546	0.02543
Cloacibacterium normanense	237258	S	2614	295	2909	0.00701
Cloacibacterium sp. TD35	2976818	S	815	47	862	0.00208
Chryseobacterium sp. POL2	2713414	S	128	8	136	0.00033
Chryseobacterium sp. MYb264	2745153	S	33	0	33	0.00008
Chryseobacterium sp. C-71	2893882	S	30	0	30	0.00007
Chryseobacterium sp. 3008163	2478663	S	28	13	41	0.00010
Chryseobacterium sp. CY350	2997336	S	24	6	30	0.00007
Chryseobacterium sp. Y16C	2920939	S	22	14	36	0.00009
Chryseobacterium sp. 6424	2039166	S	22	1	23	0.00006
Chryseobacterium sp. ZHDP1	2838877	S	20	13	33	0.00008
Chryseobacterium sp. G0201	2487065	S	20	7	27	0.00007
Chryseobacterium sp. StRB126	878220	S	19	7	26	0.00006
Chryseobacterium sp. T16E-39	2015076	S	17	2	19	0.00005
Chryseobacterium sp. POE27	3138177	S	15	0	15	0.00004
Chryseobacterium sp.	1871047	S	15	4	19	0.00005
Chryseobacterium sp. IHB B 17019	1721091	S	15	3	18	0.00004
Chryseobacterium sp. MEBOG06	2879938	S	15	4	19	0.00005
Chryseobacterium sp. LJ668	2864040	S	15	3	18	0.00004
Chryseobacterium sp. Chry.R1	3139392	S	12	0	12	0.00003
Chryseobacterium sp. SNU WT5	2594269	S	12	0	12	0.00003
Chryseobacterium sp. MEBOG07	2879939	S	11	5	16	0.00004
Chryseobacterium sp. MA9	2966625	S	11	11	22	0.00005
Chryseobacterium sp. JJR-5R	3093923	S	11	1	12	0.00003
Chryseobacterium sp. G0186	2487064	S	10	3	13	0.00003
Chryseobacterium indologenes	253	S	171	40	211	0.00051
Chryseobacterium manosquense	2754694	S	139	15	154	0.00037
Chryseobacterium taklimakanense	536441	S	91	5	96	0.00023
Chryseobacterium suipulveris	2929800	S	66	3	69	0.00017
Chryseobacterium gambrini	373672	S	62	22	84	0.00020
Chryseobacterium oryzae	2929799	S	48	7	55	0.00013
Chryseobacterium shandongense	1493872	S	46	9	55	0.00013
Chryseobacterium indoltheticum	254	S	39	8	47	0.00011
Chryseobacterium carnipullorum	1124835	S	36	5	41	0.00010
Chryseobacterium camelliae	1265445	S	33	3	36	0.00009
Chryseobacterium scophthalmum	59733	S	30	0	30	0.00007
Chryseobacterium gleum	250	S	27	12	39	0.00009
Chryseobacterium arthrosphaerae	651561	S	27	5	32	0.00008
Chryseobacterium paludis	2956784	S	24	2	26	0.00006
Chryseobacterium gotjawalense	3042315	S	22	8	30	0.00007
Chryseobacterium fluminis	2983606	S	19	2	21	0.00005
Chryseobacterium glaciei	1685010	S	19	4	23	0.00006
Chryseobacterium balustinum	246	S	19	5	24	0.00006
Chryseobacterium gallinarum	1324352	S	18	2	20	0.00005
Chryseobacterium joostei	112234	S	17	4	21	0.00005
Chryseobacterium nakagawai	1241982	S	16	13	29	0.00007
Chryseobacterium lactis	1241981	S	15	2	17	0.00004
Chryseobacterium bernardetii	1241978	S	14	61	75	0.00018
Chryseobacterium capnotolerans	2759528	S	14	4	18	0.00004
Chryseobacterium daecheongense	192389	S	14	1	15	0.00004
Chryseobacterium piperi	558152	S	14	1	15	0.00004
Chryseobacterium salivictor	2547600	S	13	4	17	0.00004
Chryseobacterium aureum	2497456	S	13	3	16	0.00004
Chryseobacterium oranimense	421058	S	10	1	11	0.00003
Epilithonimonas vandammei	2487072	S	1807	143	1950	0.00470
Epilithonimonas zeae	1416779	S	29	0	29	0.00007
Candidatus Kaistella beijingensis	2820270	S	302	13	315	0.00076
Kaistella faecalis	2852098	S	35	1	36	0.00009
Kaistella carnis	1241979	S	24	1	25	0.00006
Kaistella flava (ex Peng et al. 2021)	2038776	S	19	1	20	0.00005
Kaistella jeonii	266749	S	11	0	11	0.00003
Kaistella polysaccharea	2878534	S	11	0	11	0.00003
Kaistella antarctica	266748	S	10	0	10	0.00002
Elizabethkingia anophelis	1117645	S	87	19	106	0.00026
Elizabethkingia sp. M8	2796140	S	32	18	50	0.00012
Elizabethkingia sp. JS20170427COW	2583851	S	16	0	16	0.00004
Elizabethkingia miricola	172045	S	29	3	32	0.00008
Elizabethkingia meningoseptica	238	S	11	0	11	0.00003
Empedobacter falsenii	343874	S	57	30	87	0.00021
Empedobacter brevis	247	S	20	0	20	0.00005
Riemerella anatipestifer	34085	S	54	3	57	0.00014
Apibacter raozihei	2500547	S	16	1	17	0.00004
Ornithobacterium rhinotracheale	28251	S	17	0	17	0.00004
Candidatus Ornithobacterium hominis	2497989	S	11	0	11	0.00003
Bergeyella porcorum	1735111	S	20	0	20	0.00005
Faecalibacter sp. LW9	3103144	S	12	1	13	0.00003
Cruoricaptor ignavus	1118202	S	11	0	11	0.00003
Flavobacterium sp.	239	S	480	456	936	0.00226
Flavobacterium sp. N2820	2986834	S	387	57	444	0.00107
Flavobacterium sp. N1994	2986827	S	72	6	78	0.00019
Flavobacterium sp. IMCC34852	2732161	S	72	7	79	0.00019
Flavobacterium sp. N2270	2986831	S	70	10	80	0.00019
Flavobacterium sp. M31R6	2739062	S	69	14	83	0.00020
Flavobacterium sp. N3904	2986835	S	62	12	74	0.00018
Flavobacterium sp. ZE23DGlu08	3059026	S	58	20	78	0.00019
Flavobacterium sp. Sr18	935222	S	51	16	67	0.00016
Flavobacterium sp. 20NA77.7	3073563	S	51	5	56	0.00014
Flavobacterium sp. 140616W15	2478552	S	50	7	57	0.00014
Flavobacterium sp. KS-LB2	3120525	S	50	0	50	0.00012
Flavobacterium sp. NG2	3097547	S	48	4	52	0.00013
Flavobacterium sp. CECT 9288	2845819	S	42	65	107	0.00026
Flavobacterium sp. N1719	2885633	S	40	1	41	0.00010
Flavobacterium sp. I3-2	2748319	S	40	4	44	0.00011
Flavobacterium sp. IMCC34518	3003623	S	33	79	112	0.00027
Flavobacterium sp. TR2	2977321	S	32	15	47	0.00011
Flavobacterium sp. K5-23	2746225	S	32	4	36	0.00009
Flavobacterium sp. N2038	2986829	S	32	10	42	0.00010
Flavobacterium sp. MDT1-60	1979344	S	32	9	41	0.00010
Flavobacterium sp. CHNK8	2871165	S	31	52	83	0.00020
Flavobacterium sp. CLA17	2724135	S	31	7	38	0.00009
Flavobacterium sp. KBS0721	1179672	S	30	15	45	0.00011
Flavobacterium sp. WV_118_3	3151764	S	30	0	30	0.00007
Flavobacterium sp. KACC 22763	3025668	S	26	26	52	0.00013
Flavobacterium sp. N1736	2986823	S	24	8	32	0.00008
Flavobacterium sp. SLB02	2665645	S	24	12	36	0.00009
Flavobacterium sp. GSB-24	2994319	S	23	11	34	0.00008
Flavobacterium sp. KACC 22761	3092665	S	23	7	30	0.00007
Flavobacterium sp. B183	907046	S	23	39	62	0.00015
Flavobacterium sp. YJ01	3031997	S	22	16	38	0.00009
Flavobacterium sp. N502536	2986837	S	16	7	23	0.00006
Flavobacterium sp. CFS9	3143118	S	16	0	16	0.00004
Flavobacterium sp. xlx-214	2654325	S	15	1	16	0.00004
Flavobacterium sp. KACC 22758	3025667	S	15	24	39	0.00009
Flavobacterium sp. CS20	2775246	S	14	1	15	0.00004
Flavobacterium sp. N502540	2986838	S	13	20	33	0.00008
Flavobacterium channae	2897181	S	1084	217	1301	0.00314
Flavobacterium cyclinae	2895947	S	873	148	1021	0.00246
Flavobacterium indicum	312277	S	322	25	347	0.00084
Flavobacterium haoranii	683124	S	134	24	158	0.00038
Flavobacterium psychrophilum	96345	S	90	17	107	0.00026
Flavobacterium nitratireducens	992289	S	79	10	89	0.00021
Flavobacterium johnsoniae	986	S	57	52	109	0.00026
Flavobacterium eburneipallidum	3003263	S	53	5	58	0.00014
Flavobacterium nackdongense	2547394	S	52	2	54	0.00013
Flavobacterium azooxidireducens	1871076	S	50	2	52	0.00013
uncultured Flavobacterium sp.	165435	S	48	10	58	0.00014
Flavobacterium sangjuense	2518177	S	48	5	53	0.00013
Flavobacterium anhuiense	459526	S	47	18	65	0.00016
Flavobacterium galactosidilyticum	2893886	S	46	9	55	0.00013
Flavobacterium limnophilum	3003262	S	46	3	49	0.00012
Flavobacterium lacustre	3016339	S	46	5	51	0.00012
Flavobacterium gilvum	1492737	S	45	4	49	0.00012
Flavobacterium okayamense	2830782	S	43	6	49	0.00012
Flavobacterium sediminis	2201181	S	41	3	44	0.00011
Flavobacterium marginilacus	3003256	S	40	4	44	0.00011
Flavobacterium aestivum	3003257	S	37	3	40	0.00010
Flavobacterium faecale	1355330	S	34	2	36	0.00009
Flavobacterium aquiphilum	3003261	S	33	3	36	0.00009
Flavobacterium crassostreae	1763534	S	33	3	36	0.00009
Flavobacterium commune	1306519	S	32	3	35	0.00008
Flavobacterium panacagri	3034146	S	32	11	43	0.00010
Flavobacterium bizetiae	2704140	S	32	9	41	0.00010
Flavobacterium ammonificans	1751056	S	29	4	33	0.00008
Flavobacterium crocinum	2183896	S	29	10	39	0.00009
Flavobacterium acetivorans	2893883	S	28	4	32	0.00008
Flavobacterium flavipigmentatum	2893884	S	28	6	34	0.00008
Flavobacterium oreochromis	2906078	S	28	3	31	0.00007
Flavobacterium covae	2906076	S	27	12	39	0.00009
Flavobacterium ammoniigenes	1751095	S	26	3	29	0.00007
Flavobacterium endoglycinae	2816357	S	26	5	31	0.00007
Flavobacterium cerinum	2502784	S	25	1	26	0.00006
Flavobacterium columnare	996	S	24	29	53	0.00013
Flavobacterium dauae	1563479	S	24	3	27	0.00007
Flavobacterium gelatinilyticum	3003260	S	23	4	27	0.00007
Flavobacterium praedii	3002900	S	22	52	74	0.00018
Flavobacterium cupriresistens	2893885	S	22	4	26	0.00006
Flavobacterium ovatum	1928857	S	22	0	22	0.00005
Flavobacterium branchiophilum	55197	S	21	1	22	0.00005
Flavobacterium flavigenum	3003258	S	20	8	28	0.00007
Flavobacterium pectinovorum	29533	S	19	4	23	0.00006
Flavobacterium kingsejongi	1678728	S	19	1	20	0.00005
Flavobacterium agricola	2870839	S	19	1	20	0.00005
Flavobacterium fluviale	2249356	S	18	7	25	0.00006
Flavobacterium ardleyense	2038737	S	17	0	17	0.00004
Flavobacterium davisii	2906077	S	16	2	18	0.00004
Flavobacterium humidisoli	2937442	S	15	5	20	0.00005
Flavobacterium ginsenosidimutans	687844	S	15	0	15	0.00004
Flavobacterium ginsengisoli	871694	S	15	7	22	0.00005
Flavobacterium gyeonganense	1310418	S	14	6	20	0.00005
Flavobacterium nitrogenifigens	1617283	S	13	10	23	0.00006
Flavobacterium magnum	2162713	S	12	0	12	0.00003
Flavobacterium collinsii	1114861	S	11	3	14	0.00003
Flavobacterium psychrotrophum	2294119	S	11	0	11	0.00003
Flavobacterium alkalisoli	2602769	S	11	0	11	0.00003
Flavobacterium inviolabile	2748320	S	10	0	10	0.00002
Flavobacterium pallidum	2172098	S	10	0	10	0.00002
Polaribacter sp. MED152	313598	S	14	7	21	0.00005
Polaribacter sp. KT25b	1855336	S	14	7	21	0.00005
Polaribacter sp. Q13	2806551	S	12	11	23	0.00006
Polaribacter vadi	1774273	S	16	6	22	0.00005
Polaribacter dokdonensis	326329	S	14	9	23	0.00006
Polaribacter cellanae	2818493	S	13	8	21	0.00005
Polaribacter reichenbachii	996801	S	12	4	16	0.00004
Polaribacter gangjinensis	574710	S	11	0	11	0.00003
Amniculibacterium sp. G2-70	2767188	S	168	7	175	0.00042
Tenacibaculum sp. SZ-18	754423	S	16	15	31	0.00007
Tenacibaculum sp. 190524A02b	3137860	S	14	0	14	0.00003
Tenacibaculum sp. 190524A05c	3137852	S	12	0	12	0.00003
Tenacibaculum maritimum	107401	S	13	2	15	0.00004
Tenacibaculum ovolyticum	104270	S	12	10	22	0.00005
Tenacibaculum jejuense	584609	S	12	2	14	0.00003
Capnocytophaga ochracea	1018	S	14	18	32	0.00008
Capnocytophaga canimorsus	28188	S	10	6	16	0.00004
Myroides odoratus	256	S	20	1	21	0.00005
Myroides odoratimimus	76832	S	15	15	30	0.00007
Myroides phaeus	702745	S	11	0	11	0.00003
Cellulophaga sp. HaHaR_3_176	1942464	S	11	3	14	0.00003
Cellulophaga sp. L1A9	2686362	S	10	11	21	0.00005
Cellulophaga lytica	979	S	12	8	20	0.00005
Maribacter sp. HTCC2170	313603	S	13	2	15	0.00004
Winogradskyella sp. PG-2	754409	S	10	2	12	0.00003
Winogradskyella sp. HaHa_3_26	2749995	S	10	4	14	0.00003
Flagellimonas sp. HMM57	2905121	S	14	0	14	0.00003
Aquimarina sp. AD10	1714849	S	16	1	17	0.00004
Aquimarina sp. BL5	1714860	S	14	4	18	0.00004
Formosa sp. Hel1_31_208	1798225	S	11	0	11	0.00003
Formosa sp. L2A11	2686363	S	10	1	11	0.00003
Formosa agariphila	320324	S	12	1	13	0.00003
Lacinutrix sp. WUR7	2653681	S	13	1	14	0.00003
Lacinutrix venerupis	1486034	S	16	3	19	0.00005
Christiangramia fulva	2126553	S	12	4	16	0.00004
Zunongwangia profunda	398743	S	12	3	15	0.00004
Lutibacter profundi	1622118	S	12	0	12	0.00003
Mariniflexile fucanivorans	264023	S	11	0	11	0.00003
Mariniflexile sp. TRM1-10	2027857	S	10	0	10	0.00002
Algibacter sp. L3A6	2686366	S	10	2	12	0.00003
Algibacter luteus	1178825	S	10	1	11	0.00003
Kordia antarctica	1218801	S	13	0	13	0.00003
Muricauda sp. SCSIO 64092	2908842	S	11	0	11	0.00003
Muricauda sp. SCSIO 65647	2908843	S	10	0	10	0.00002
Mesoflavibacter sp. SCSIO 43206	2779362	S	10	12	22	0.00005
Olleya sp. Bg11-27	2058135	S	11	11	22	0.00005
Paenimyroides aestuarii	2968490	S	18	27	45	0.00011
Flavivirga eckloniae	1803846	S	12	0	12	0.00003
Psychroflexus torquis	57029	S	12	0	12	0.00003
Mangrovimonas cancribranchiae	3080055	S	10	0	10	0.00002
Aureibaculum algae	2584122	S	13	0	13	0.00003
Candidatus Arcticimaribacter forsetii	2820661	S	11	0	11	0.00003
Gillisia sp. Hel1_33_143	1336796	S	10	1	11	0.00003
Aegicerativicinus sediminis	2893202	S	10	0	10	0.00002
Abyssalbus ytuae	2926907	S	10	0	10	0.00002
Blattabacterium cuenoti	1653831	S	53	10	63	0.00015
Fluviicola taffensis	191579	S	27	0	27	0.00007
Paracrocinitomix mangrovi	2862509	S	10	0	10	0.00002
Pontibacter akesuensis	388950	S	15	2	17	0.00004
Pontibacter pudoricolor	2694930	S	11	1	12	0.00003
Echinicola soli	2591634	S	12	1	13	0.00003
Echinicola marina	2859768	S	12	3	15	0.00004
Echinicola strongylocentroti	1795355	S	11	1	12	0.00003
Algoriphagus sp. Y33	2772483	S	14	5	19	0.00005
Algoriphagus sp. NG3	3097546	S	10	3	13	0.00003
Cyclobacterium marinum	104	S	12	2	14	0.00003
Cyclobacterium amurskyense	320787	S	10	1	11	0.00003
Aquiflexum balticum	280473	S	16	2	18	0.00004
Belliella baltica	232259	S	14	3	17	0.00004
Dyadobacter sp. NIV53	2861765	S	12	0	12	0.00003
Dyadobacter fermentans	94254	S	11	1	12	0.00003
Dyadobacter fanqingshengii	2906443	S	10	5	15	0.00004
Runella sp. SP2	2268026	S	19	1	20	0.00005
Runella slithyformis	106	S	10	0	10	0.00002
Tellurirhabdus rosea	2674997	S	11	2	13	0.00003
Spirosoma endbachense	2666025	S	12	4	16	0.00004
Cytophaga hutchinsonii	985	S	12	0	12	0.00003
Rhodocytophaga rosea	2704465	S	12	0	12	0.00003
Flammeovirga pectinis	2494373	S	15	6	21	0.00005
Flammeovirga kamogawensis	373891	S	10	4	14	0.00003
Chondrinema litorale	2994555	S	21	1	22	0.00005
Fulvivirga maritima	2904247	S	15	2	17	0.00004
Fulvivirga ligni	2904246	S	10	0	10	0.00002
Chryseolinea soli	2321403	S	15	1	16	0.00004
Emticicia oligotrophica	312279	S	16	0	16	0.00004
Marinilongibacter aquaticus	2975157	S	11	0	11	0.00003
Arcticibacterium luteifluviistationis	1784714	S	10	0	10	0.00002
Bernardetia litoralis	999	S	20	1	21	0.00005
Marivirga tractuosa	1006	S	13	0	13	0.00003
Aureibacter tunicatorum	866807	S	13	0	13	0.00003
Catalinimonas niigatensis	1397264	S	10	0	10	0.00002
Pedobacter sp. SL55	2995161	S	85	6	91	0.00022
Pedobacter sp. D749	2856523	S	15	7	22	0.00005
Pedobacter sp. WC2423	3234142	S	14	0	14	0.00003
Pedobacter sp. HDW13	2714940	S	13	2	15	0.00004
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	13	0	13	0.00003
Pedobacter sp. PACM 27299	1727164	S	10	7	17	0.00004
Pedobacter sp. G11	2482728	S	10	1	11	0.00003
Pedobacter ginsengisoli	363852	S	16	1	17	0.00004
Pedobacter aquae	2605747	S	16	1	17	0.00004
Pedobacter schmidteae	2201271	S	12	1	13	0.00003
Pedobacter riviphilus	2766984	S	12	3	15	0.00004
Pedobacter suwonensis	332999	S	10	2	12	0.00003
Pedobacter roseus	336820	S	10	3	13	0.00003
Sphingobacterium sp. ML3W	1538644	S	26	9	35	0.00008
Sphingobacterium spiritivorum	258	S	24	2	26	0.00006
Sphingobacterium multivorum	28454	S	16	34	50	0.00012
Sphingobacterium thalpophilum	259	S	14	1	15	0.00004
Sphingobacterium daejeonense	371142	S	10	1	11	0.00003
Sphingobacterium bambusae	662858	S	10	0	10	0.00002
Mucilaginibacter sabulilitoris	1173583	S	15	0	15	0.00004
Mucilaginibacter paludis	423351	S	13	0	13	0.00003
Mucilaginibacter xinganensis	1234841	S	12	0	12	0.00003
Mucilaginibacter robiniae	2728022	S	11	0	11	0.00003
Mucilaginibacter gossypii	551996	S	10	29	39	0.00009
Mucilaginibacter mallensis	652787	S	10	0	10	0.00002
Mucilaginibacter celer	2305508	S	10	1	11	0.00003
Solitalea canadensis	995	S	10	0	10	0.00002
Solitalea lacus	2911172	S	10	0	10	0.00002
Pseudopedobacter saltans	151895	S	13	1	14	0.00003
Aurantibacillus circumpalustris	3036359	S	10	0	10	0.00002
Chitinophaga sp. XS-30	2604421	S	16	7	23	0.00006
Chitinophaga sp. HK235	2952571	S	15	8	23	0.00006
Chitinophaga niabensis	536979	S	19	0	19	0.00005
Chitinophaga sancti	1004	S	18	15	33	0.00008
Chitinophaga pollutisoli	3133966	S	15	0	15	0.00004
Chitinophaga filiformis	104663	S	13	1	14	0.00003
Chitinophaga caeni	2029983	S	12	0	12	0.00003
Chitinophaga horti	2920382	S	11	0	11	0.00003
Phnomibacter ginsenosidimutans	2676868	S	70	6	76	0.00018
Sediminibacterium sp. TEGAF015	575378	S	39	4	43	0.00010
Sediminibacterium sp. KACHI17	1751071	S	19	0	19	0.00005
Niabella ginsenosidivorans	1176587	S	21	1	22	0.00005
Niabella yanshanensis	577386	S	15	0	15	0.00004
Niabella soli	446683	S	11	0	11	0.00003
Flavihumibacter rivuli	2838156	S	21	1	22	0.00005
Flavihumibacter fluvii	2838157	S	17	0	17	0.00004
Paraflavitalea soli	2315862	S	16	1	17	0.00004
Paraflavitalea speifideaquila	3076558	S	14	1	15	0.00004
Ferruginibacter lapsinanis	563172	S	16	0	16	0.00004
Ferruginibacter albus	2875540	S	14	1	15	0.00004
Niastella koreensis	354356	S	22	2	24	0.00006
Lacibacter sediminis	2760713	S	21	1	22	0.00005
Pseudobacter ginsenosidimutans	661488	S	20	2	22	0.00005
Panacibacter ginsenosidivorans	1813871	S	20	1	21	0.00005
Flavisolibacter tropicus	1492898	S	12	0	12	0.00003
Pseudocnuella soli	2502779	S	15	1	16	0.00004
Filimonas lacunae	477680	S	10	1	11	0.00003
Aureispira anguillae	2864201	S	14	0	14	0.00003
Haliscomenobacter hydrossis	2350	S	21	0	21	0.00005
Candidatus Sulfidibacterium hydrothermale	2875962	S	10	0	10	0.00002
Ignavibacterium album	591197	S	11	2	13	0.00003
Melioribacter roseus	1134405	S	10	1	11	0.00003
Rhodothermus marinus	29549	S	11	0	11	0.00003
Candidatus Cloacimonas acidaminovorans	456827	S	271	1	272	0.00066
Pseudogemmatithrix spongiicola	3062599	S	16	0	16	0.00004
Gemmatirosa kalamazoonensis	861299	S	13	0	13	0.00003
Fibrobacter succinogenes	833	S	36	1	37	0.00009
Blautia wexlerae	418240	S	2604	249	2853	0.00688
Blautia obeum	40520	S	750	43	793	0.00191
Blautia sp. SC05B48	2479767	S	395	82	477	0.00115
Blautia luti	89014	S	333	27	360	0.00087
Blautia hansenii	1322	S	106	3	109	0.00026
Blautia argi	1912897	S	61	2	63	0.00015
Blautia producta	33035	S	49	24	73	0.00018
Blautia pseudococcoides	1796616	S	49	1	50	0.00012
Blautia parvula	2877527	S	46	3	49	0.00012
Blautia liquoris	2779518	S	36	0	36	0.00009
Blautia hydrogenotrophica	53443	S	25	0	25	0.00006
Blautia coccoides	1532	S	22	20	42	0.00010
Agathobacter rectalis	39491	S	1674	149	1823	0.00440
[Ruminococcus] torques	33039	S	796	27	823	0.00198
Mediterraneibacter gnavus	33038	S	571	863	1434	0.00346
[Ruminococcus] lactaris	46228	S	260	5	265	0.00064
Roseburia intestinalis	166486	S	555	231	786	0.00190
Roseburia hominis	301301	S	212	7	219	0.00053
Roseburia rectibacter	2763062	S	161	7	168	0.00041
Roseburia sp. 831b	1261635	S	77	0	77	0.00019
Roseburia sp. 499	1261634	S	54	0	54	0.00013
Anaerostipes hadrus	649756	S	783	37	820	0.00198
Anaerostipes caccae	105841	S	36	2	38	0.00009
Anaerostipes sp. PC18	3036926	S	33	0	33	0.00008
Anaerostipes rhamnosivorans	1229621	S	27	1	28	0.00007
[Clostridium] scindens	29347	S	635	14	649	0.00156
[Clostridium] symbiosum	1512	S	44	0	44	0.00011
Lachnoclostridium phytofermentans	66219	S	22	0	22	0.00005
Lachnoclostridium phocaeense	1871021	S	22	0	22	0.00005
[Clostridium] hylemonae	89153	S	19	0	19	0.00005
Dorea longicatena	88431	S	541	18	559	0.00135
Dorea formicigenerans	39486	S	160	8	168	0.00041
Simiaoa sunii	2763672	S	622	17	639	0.00154
Coprococcus comes	410072	S	225	2254	2479	0.00598
Coprococcus catus	116085	S	130	2	132	0.00032
Coprococcus sp. ART55/1	751585	S	125	6	131	0.00032
Coprococcus eutactus	33043	S	51	3	54	0.00013
Anaerobutyricum hallii	39488	S	504	10	514	0.00124
Enterocloster bolteae	208479	S	218	14	232	0.00056
Enterocloster asparagiformis	333367	S	65	0	65	0.00016
Enterocloster clostridioformis	1531	S	56	6	62	0.00015
Lachnospira eligens	39485	S	280	5	285	0.00069
Wujia chipingensis	2763670	S	179	5	184	0.00044
Butyrivibrio crossotus	45851	S	62	1	63	0.00015
Butyrivibrio fibrisolvens	831	S	58	4	62	0.00015
Butyrivibrio proteoclasticus	43305	S	23	3	26	0.00006
Butyrivibrio hungatei	185008	S	15	2	17	0.00004
Anaerocolumna sp. AGMB13025	3039116	S	24	0	24	0.00006
Anaerocolumna sp. MB42-C2	3070997	S	24	3	27	0.00007
Anaerocolumna sp. AGMB13020	3081750	S	18	0	18	0.00004
Anaerocolumna sedimenticola	2696063	S	31	5	36	0.00009
Anaerocolumna cellulosilytica	433286	S	25	0	25	0.00006
Anaerocolumna chitinilytica	1727145	S	22	0	22	0.00005
Lacrimispora saccharolytica	84030	S	44	7	51	0.00012
Lacrimispora xylanolytica	29375	S	30	1	31	0.00007
Lacrimispora xylanisolvens	384636	S	27	0	27	0.00007
Lacrimispora sphenoides	29370	S	22	3	25	0.00006
Lacrimispora sp. BS-2	3151850	S	15	0	15	0.00004
Hungatella hathewayi	154046	S	103	1	104	0.00025
Chordicoccus furentiruminis	2709410	S	66	3	69	0.00017
Sellimonas intestinalis	1653434	S	57	1	58	0.00014
Novisyntrophococcus fermenticellae	2068655	S	45	0	45	0.00011
Claveliimonas bilis	3028070	S	44	1	45	0.00011
Marvinbryantia formatexigens	168384	S	41	0	41	0.00010
Wansuia hejianensis	2763667	S	38	0	38	0.00009
Kineothrix sp. MB12-C1	3070215	S	19	0	19	0.00005
Kineothrix sp. IPX-CK	3123317	S	16	0	16	0.00004
Lachnoanaerobaculum gingivalis	2490855	S	17	2	19	0.00005
Lachnoanaerobaculum umeaense	617123	S	14	2	16	0.00004
Qiania dongpingensis	2763669	S	26	0	26	0.00006
Pseudobutyrivibrio xylanivorans	185007	S	23	0	23	0.00006
Anaeromicropila herbilytica	2785025	S	21	0	21	0.00005
Anaeropeptidivorans aminofermentans	2934315	S	16	0	16	0.00004
