name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Delftia sp. KV29	1170710	S	11	130	141	0.00034
Alicycliphilus denitrificans	179636	S	184	136	320	0.00077
Polaromonas sp. JS666	296591	S	28	38	66	0.00016
Polaromonas hydrogenivorans	335476	S	28	0	28	0.00007
Polaromonas naphthalenivorans	216465	S	23	10	33	0.00008
Melaminivora jejuensis	1267217	S	81	11	92	0.00022
Melaminivora suipulveris	2109913	S	47	7	54	0.00013
Ramlibacter tataouinensis	94132	S	127	12	139	0.00034
Paracidovorax avenae	80867	S	70	48	118	0.00028
Paracidovorax cattleyae	80868	S	13	3	16	0.00004
Paracidovorax citrulli	80869	S	11	3	14	0.00003
Limnohabitans sp. 63ED37-2	1678128	S	24	2	26	0.00006
Limnohabitans sp. 103DPR2	1678129	S	14	0	14	0.00003
Limnohabitans sp. MORI2	1751150	S	13	4	17	0.00004
Oryzisolibacter sp. LB2S	3228789	S	67	0	67	0.00016
Serpentinimonas maccroryi	1458426	S	32	3	35	0.00008
Serpentinimonas raichei	1458425	S	17	1	18	0.00004
Paenacidovorax monticola	1926868	S	48	6	54	0.00013
Simplicispira suum	2109915	S	47	3	50	0.00012
Pulveribacter suum	2116657	S	39	6	45	0.00011
Verminephrobacter eiseniae	364317	S	37	2	39	0.00009
Vandammella animalimorsus	2029117	S	35	0	35	0.00008
Curvibacter sp. AEP1-3	1844971	S	24	2	26	0.00006
Hylemonella gracilis	80880	S	19	1	20	0.00005
Candidatus Symbiobacter mobilis	1436290	S	13	0	13	0.00003
Burkholderia cepacia	292	S	44	19	63	0.00015
Burkholderia multivorans	87883	S	42	13	55	0.00013
Burkholderia ubonensis	101571	S	36	13	49	0.00012
Burkholderia cenocepacia	95486	S	31	23	54	0.00013
Burkholderia ambifaria	152480	S	24	6	30	0.00007
Burkholderia pyrrocinia	60550	S	22	7	29	0.00007
Burkholderia contaminans	488447	S	22	10	32	0.00008
Burkholderia anthina	179879	S	16	5	21	0.00005
Burkholderia dolosa	152500	S	15	3	18	0.00004
Burkholderia vietnamiensis	60552	S	14	12	26	0.00006
Burkholderia territorii	1503055	S	12	3	15	0.00004
Burkholderia lata	482957	S	11	8	19	0.00005
Burkholderia pseudomultivorans	1207504	S	10	2	12	0.00003
Burkholderia pseudomallei	28450	S	27	613	640	0.00154
Burkholderia thailandensis	57975	S	24	409	433	0.00104
Burkholderia singularis	1503053	S	16	0	16	0.00004
Burkholderia sp. FERM BP-3421	1494466	S	12	11	23	0.00006
Burkholderia gladioli	28095	S	30	7	37	0.00009
Burkholderia glumae	337	S	18	2	20	0.00005
Burkholderia plantarii	41899	S	16	2	18	0.00004
Cupriavidus taiwanensis	164546	S	90	84	174	0.00042
Cupriavidus pauculus	82633	S	73	14	87	0.00021
Cupriavidus sp. EM10	2839983	S	14	14	28	0.00007
Cupriavidus basilensis	68895	S	42	10	52	0.00013
Cupriavidus necator	106590	S	25	19	44	0.00011
Cupriavidus oxalaticus	96344	S	23	9	32	0.00008
Cupriavidus campinensis	151783	S	22	4	26	0.00006
Cupriavidus metallidurans	119219	S	21	3	24	0.00006
Cupriavidus gilardii	82541	S	19	6	25	0.00006
Cupriavidus cauae	2608999	S	17	6	23	0.00006
Cupriavidus pinatubonensis	248026	S	15	16	31	0.00007
Paraburkholderia sp. SOS3	1926494	S	13	2	15	0.00004
Paraburkholderia sp. D15	2880218	S	11	3	14	0.00003
Paraburkholderia sp. PREW-6R	3141544	S	10	0	10	0.00002
Paraburkholderia terrae	311230	S	19	25	44	0.00011
Paraburkholderia caribensis	75105	S	16	11	27	0.00007
Paraburkholderia tropica	92647	S	16	2	18	0.00004
Paraburkholderia fungorum	134537	S	16	4	20	0.00005
Paraburkholderia phenoliruptrix	252970	S	15	6	21	0.00005
Paraburkholderia acidicola	1912599	S	14	0	14	0.00003
Paraburkholderia acidisoli	2571748	S	13	1	14	0.00003
Paraburkholderia aromaticivorans	2026199	S	13	6	19	0.00005
Paraburkholderia phytofirmans	261302	S	13	5	18	0.00004
Paraburkholderia sabiae	273251	S	12	3	15	0.00004
Paraburkholderia atlantica	2654982	S	12	3	15	0.00004
Paraburkholderia xenovorans	36873	S	11	8	19	0.00005
Paraburkholderia kirstenboschensis	1245436	S	11	4	15	0.00004
Paraburkholderia bryophila	420952	S	10	2	12	0.00003
Ralstonia solanacearum	305	S	30	10	40	0.00010
Ralstonia pseudosolanacearum	1310165	S	20	36	56	0.00014
Ralstonia sp. CP	3231757	S	11	0	11	0.00003
Ralstonia mannitolilytica	105219	S	25	3	28	0.00007
Ralstonia insidiosa	190721	S	10	1	11	0.00003
Pandoraea pnomenusa	93220	S	31	14	45	0.00011
Pandoraea thiooxydans	445709	S	22	1	23	0.00006
Pandoraea pulmonicola	93221	S	14	3	17	0.00004
Pandoraea apista	93218	S	11	4	15	0.00004
Pandoraea vervacti	656178	S	10	3	13	0.00003
Polynucleobacter necessarius	576610	S	12	9	21	0.00005
Caballeronia sp. TF1N1	2878153	S	12	25	37	0.00009
Lautropia mirabilis	47671	S	27	1	28	0.00007
Robbsia andropogonis	28092	S	14	0	14	0.00003
Robbsia sp. KACC 23696	3149231	S	10	0	10	0.00002
Trinickia caryophylli	28094	S	12	0	12	0.00003
Ephemeroptericola cinctiostellae	2268024	S	14	0	14	0.00003
Sphaerotilus sulfidivorans	639200	S	961	129	1090	0.00263
Sphaerotilus microaerophilus	2914710	S	28	3	31	0.00007
Roseateles sp. DAIF2	2714952	S	47	8	55	0.00013
Roseateles sp. XES5	2877940	S	28	5	33	0.00008
Mitsuaria sp. 7	1658665	S	27	3	30	0.00007
Paucibacter sp. KCTC 42545	1768242	S	24	2	26	0.00006
Roseateles sp. SL47	2995138	S	24	3	27	0.00007
uncultured Roseateles sp.	452440	S	38	3	41	0.00010
Paucibacter sediminis	3019553	S	35	6	41	0.00010
Paucibacter aquatile	2070761	S	24	2	26	0.00006
Roseateles amylovorans	2978473	S	23	2	25	0.00006
Roseateles depolymerans	76731	S	17	3	20	0.00005
Piscinibacter gummiphilus	946333	S	61	6	67	0.00016
Piscinibacter sp. XHJ-5	3037797	S	48	4	52	0.00013
Aquincola tertiaricarbonis	391953	S	104	11	115	0.00028
Caldimonas thermodepolymerans	215580	S	25	4	29	0.00007
Schlegelella aquatica	376175	S	18	2	20	0.00005
Caldimonas brevitalea	413882	S	17	1	18	0.00004
Ideonella dechloratans	36863	S	59	8	67	0.00016
Rubrivivax gelatinosus	28068	S	55	6	61	0.00015
Methylibium petroleiphilum	105560	S	15	10	25	0.00006
Methylibium sp. Pch-M	2082386	S	10	10	20	0.00005
Leptothrix cholodnii	34029	S	40	4	44	0.00011
Inhella inkyongensis	392593	S	19	1	20	0.00005
Massilia sp. METH4	3123041	S	18	0	18	0.00004
Massilia sp. YMA4	1593482	S	17	13	30	0.00007
Massilia sp. NP310	2861282	S	16	18	34	0.00008
Massilia sp. PAMC28688	2861283	S	16	3	19	0.00005
Massilia sp. WG5	1707785	S	15	6	21	0.00005
Massilia sp. W12	3126507	S	15	0	15	0.00004
Massilia sp. R2A-15	3064278	S	14	5	19	0.00005
Massilia sp. H6	2970464	S	12	3	15	0.00004
Massilia violaceinigra	2045208	S	25	5	30	0.00007
Massilia forsythiae	2728020	S	23	4	27	0.00007
Massilia varians	457921	S	21	4	25	0.00006
Massilia litorea	2769491	S	12	6	18	0.00004
Massilia oculi	945844	S	11	5	16	0.00004
Massilia antarctica	2765360	S	11	3	14	0.00003
Massilia putida	1141883	S	10	3	13	0.00003
Massilia endophytica	2899220	S	10	3	13	0.00003
Pseudoduganella umbonata	864828	S	18	11	29	0.00007
Pseudoduganella aquatica	2660641	S	17	4	21	0.00005
Pseudoduganella flava	871742	S	14	4	18	0.00004
Pseudoduganella chitinolytica	34070	S	13	7	20	0.00005
Pseudoduganella lutea	321985	S	12	5	17	0.00004
Pseudoduganella plicata	321984	S	10	3	13	0.00003
Duganella dendranthematis	2728021	S	24	3	27	0.00007
Duganella zoogloeoides	75659	S	21	3	24	0.00006
Telluria beijingensis	3068633	S	14	11	25	0.00006
Telluria mixta	34071	S	12	3	15	0.00004
Rugamonas sp. DEMB1	3039386	S	23	10	33	0.00008
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	14	6	20	0.00005
Janthinobacterium sp. 17J80-10	2497863	S	13	1	14	0.00003
Janthinobacterium sp. J1-1	3065910	S	12	3	15	0.00004
Janthinobacterium sp. Marseille	375286	S	11	1	12	0.00003
Janthinobacterium agaricidamnosum	55508	S	20	12	32	0.00008
Janthinobacterium lividum	29581	S	14	31	45	0.00011
Herbaspirillum sp. WKF16	3028312	S	14	4	18	0.00004
Herbaspirillum robiniae	2014887	S	19	6	25	0.00006
Herbaspirillum seropedicae	964	S	16	5	21	0.00005
Herbaspirillum rubrisubalbicans	80842	S	15	4	19	0.00005
Herbaspirillum hiltneri	341045	S	13	2	15	0.00004
Herbaspirillum frisingense	92645	S	11	3	14	0.00003
Herbaspirillum huttiense	863372	S	11	3	14	0.00003
Collimonas arenae	279058	S	19	3	22	0.00005
Collimonas fungivorans	158899	S	15	3	18	0.00004
Undibacterium sp. CCC3.4	3048609	S	10	5	15	0.00004
Oxalobacter aliiformigenes	2946593	S	10	0	10	0.00002
Noviherbaspirillum sp. UKPF54	2601898	S	11	1	12	0.00003
Achromobacter xylosoxidans	85698	S	58	42	100	0.00024
Achromobacter sp. AONIH1	1758194	S	16	6	22	0.00005
Achromobacter sp. MFA1 R4	1881016	S	12	6	18	0.00004
Achromobacter denitrificans	32002	S	27	9	36	0.00009
Achromobacter spanius	217203	S	26	36	62	0.00015
Achromobacter insolitus	217204	S	17	5	22	0.00005
Achromobacter deleyi	1353891	S	14	8	22	0.00005
Achromobacter veterisilvae	2069367	S	13	0	13	0.00003
Achromobacter seleniivolatilans	3047478	S	11	2	13	0.00003
Bordetella sp. N	1746199	S	14	1	15	0.00004
Bordetella sp. H567	1697043	S	13	3	16	0.00004
Bordetella flabilis	463014	S	21	3	24	0.00006
Bordetella bronchialis	463025	S	21	6	27	0.00007
Bordetella trematum	123899	S	13	2	15	0.00004
Bordetella genomosp. 9	1416803	S	12	2	14	0.00003
Bordetella genomosp. 8	1416806	S	12	3	15	0.00004
Bordetella petrii	94624	S	11	3	14	0.00003
Bordetella hinzii	103855	S	10	10	20	0.00005
Bordetella genomosp. 13	463040	S	10	2	12	0.00003
Alcaligenes faecalis	511	S	51	36	87	0.00021
Castellaniella ginsengisoli	546114	S	16	0	16	0.00004
Castellaniella defragrans	75697	S	11	1	12	0.00003
Orrella dioscoreae	1851544	S	11	1	12	0.00003
Pollutimonas sp. M17	2962065	S	12	1	13	0.00003
Kerstersia gyiorum	206506	S	14	1	15	0.00004
Neopusillimonas aromaticivorans	2979868	S	14	1	15	0.00004
Aquabacterium olei	1296669	S	45	4	49	0.00012
Aquabacterium sp. J223	2898431	S	32	5	37	0.00009
Rhizobacter sp. AJA081-3	2753607	S	79	11	90	0.00022
Thiomonas sp. X19	1050370	S	16	11	27	0.00007
Thiomonas intermedia	926	S	17	3	20	0.00005
Xylophilus sp. GOD-11R	3089814	S	21	2	23	0.00006
Xylophilus rhododendri	2697032	S	13	1	14	0.00003
Eleftheria terrae	1597781	S	27	2	29	0.00007
Tepidimonas taiwanensis	307486	S	17	2	19	0.00005
Sutterella wadsworthensis	40545	S	96	2	98	0.00024
Sutterella megalosphaeroides	2494234	S	30	1	31	0.00007
Sutterella faecalis	2584944	S	18	0	18	0.00004
Duodenibacillus massiliensis	1852381	S	16	0	16	0.00004
Aquaspirillum sp. LM1	1938604	S	2295	165	2460	0.00593
Laribacter hongkongensis	168471	S	110	16	126	0.00030
Microvirgula aerodenitrificans	57480	S	31	2	33	0.00008
Uruburuella suis	252130	S	880	59	939	0.00226
Uruburuella testudinis	1282863	S	13	0	13	0.00003
Neisseria dentiae	194197	S	69	9	78	0.00019
Neisseria sp. KEM232	655307	S	19	3	22	0.00005
Neisseria sp. Dent CA1/247	2912675	S	11	11	22	0.00005
Neisseria sp. oral taxon 014	641148	S	10	4	14	0.00003
Neisseria brasiliensis	2666100	S	49	13	62	0.00015
Neisseria leonii	2995413	S	36	0	36	0.00009
Neisseria chenwenguii	1853278	S	35	3	38	0.00009
Neisseria weixii	1853276	S	30	6	36	0.00009
Neisseria musculi	1815583	S	27	2	29	0.00007
Neisseria elongata	495	S	26	8	34	0.00008
Neisseria canis	493	S	26	10	36	0.00009
Neisseria zalophi	640030	S	22	1	23	0.00006
Neisseria wadsworthii	607711	S	21	6	27	0.00007
Neisseria subflava	28449	S	17	37	54	0.00013
Neisseria animaloris	326522	S	16	4	20	0.00005
Neisseria yangbaofengii	2709396	S	15	3	18	0.00004
Neisseria weaveri	28091	S	13	3	16	0.00004
Neisseria lisongii	2912188	S	13	1	14	0.00003
Neisseria shayeganii	607712	S	13	1	14	0.00003
Neisseria animalis	492	S	12	0	12	0.00003
Neisseria bacilliformis	267212	S	11	2	13	0.00003
Neisseria dumasiana	1931275	S	10	5	15	0.00004
Vitreoscilla massiliensis	1689272	S	113	2	115	0.00028
Vitreoscilla filiformis	63	S	32	2	34	0.00008
Vitreoscilla stercoraria	61	S	10	3	13	0.00003
Paralysiella testudinis	2809020	S	23	1	24	0.00006
Snodgrassella alvi	1196083	S	13	0	13	0.00003
Crenobacter cavernae	2290923	S	15	2	17	0.00004
Chromobacterium sp. ATCC 53434	2059672	S	19	8	27	0.00007
Chromobacterium sp. IIBBL 290-4	2953890	S	16	6	22	0.00005
Chromobacterium phragmitis	2202141	S	31	23	54	0.00013
Chromobacterium violaceum	536	S	23	32	55	0.00013
Chromobacterium vaccinii	1108595	S	21	17	38	0.00009
Chromobacterium amazonense	1382803	S	16	9	25	0.00006
Chromobacterium subtsugae	251747	S	15	0	15	0.00004
Chromobacterium paludis	2605945	S	14	8	22	0.00005
Vogesella sp. XCS3	2877939	S	114	13	127	0.00031
Vogesella sp. LIG4	1192162	S	26	4	30	0.00007
Aquitalea aquatilis	1537400	S	23	5	28	0.00007
Aquitalea sp. USM4	1590041	S	18	7	25	0.00006
Aquitalea denitrificans	519081	S	12	5	17	0.00004
Aquitalea magnusonii	332411	S	10	4	14	0.00003
Paludibacterium yongneupense	400061	S	12	2	14	0.00003
Paludibacterium paludis	1225769	S	10	2	12	0.00003
Pseudogulbenkiania sp. NH8B	748280	S	25	4	29	0.00007
Chitinimonas koreensis	356302	S	33	4	37	0.00009
Jeongeupia sp. USM3	1906741	S	15	2	17	0.00004
Jeongeupia sp. HS-3	1009682	S	11	1	12	0.00003
Chitiniphilus purpureus	2981137	S	20	2	22	0.00005
Deefgea piscis	2739061	S	12	0	12	0.00003
Chitinolyticbacter meiyuanensis	682798	S	18	1	19	0.00005
Dechloromonas sp. ZY10	2664436	S	181	0	181	0.00044
Dechloromonas sp. A34	447588	S	178	31	209	0.00050
Dechloromonas sp. TW-R-39-2	2654218	S	98	42	140	0.00034
Dechloromonas sp. HYN0024	2231055	S	97	20	117	0.00028
Dechloromonas denitrificans	281362	S	303	63	366	0.00088
Ferribacterium limneticum	76259	S	852	130	982	0.00237
Azonexus hydrophilus	418702	S	175	0	175	0.00042
Quatrionicoccus australiensis	138118	S	144	31	175	0.00042
Thauera aminoaromatica	164330	S	749	187	936	0.00226
Thauera sp. GDN1	2944810	S	184	61	245	0.00059
Thauera sp. JM12B12	3142262	S	128	0	128	0.00031
Thauera sp. K11	2005884	S	91	25	116	0.00028
Thauera sp. WB-2	2897772	S	91	19	110	0.00027
Thauera humireducens	1134435	S	151	27	178	0.00043
Thauera aromatica	59405	S	49	19	68	0.00016
Thauera chlorobenzoica	96773	S	40	15	55	0.00013
Azoarcus sp. DD4	2027405	S	37	9	46	0.00011
Azoarcus sp. CIB	198107	S	30	15	45	0.00011
Azoarcus sp. KH32C	748247	S	30	3	33	0.00008
Azoarcus sp. DN11	356837	S	23	11	34	0.00008
Azoarcus olearius	418699	S	39	8	47	0.00011
Nitrogeniibacter mangrovi	2016596	S	30	8	38	0.00009
Nitrogeniibacter aestuarii	2815343	S	19	1	20	0.00005
Parazoarcus communis	41977	S	34	2	36	0.00009
Pseudothauera hydrothermalis	2184083	S	30	2	32	0.00008
Pseudazoarcus pumilus	2067960	S	19	1	20	0.00005
Azospira restricta	404405	S	233	40	273	0.00066
Azospira sp. I09	1765049	S	55	26	81	0.00020
Azospira oryzae	146939	S	28	16	44	0.00011
Azospira inquinata	2785627	S	22	0	22	0.00005
uncultured Propionivibrio sp.	426737	S	160	8	168	0.00041
Aromatoleum aromaticum	551760	S	27	13	40	0.00010
Aromatoleum bremense	76115	S	24	8	32	0.00008
Aromatoleum petrolei	76116	S	22	6	28	0.00007
Niveibacterium microcysteis	2811415	S	43	2	45	0.00011
Niveibacterium sp. SC-1	3135646	S	35	0	35	0.00008
Oryzomicrobium terrae	1735038	S	43	5	48	0.00012
Fluviibacter phosphoraccumulans	1751046	S	19	0	19	0.00005
Denitratisoma sp. DHT3	1981880	S	43	7	50	0.00012
Denitratisoma oestradiolicum	311182	S	33	2	35	0.00008
Sulfuritalea hydrogenivorans	748811	S	72	8	80	0.00019
Sulfuricystis thermophila	2496847	S	21	4	25	0.00006
Sulfuricystis multivorans	2211108	S	14	2	16	0.00004
Methyloversatilis sp. RAC08	1842540	S	28	2	30	0.00007
Sterolibacterium denitrificans	157592	S	26	2	28	0.00007
Rugosibacter aromaticivorans	1565605	S	21	1	22	0.00005
Nitrosomonas sp. sh817	3070658	S	32	1	33	0.00008
Nitrosomonas sp.	42353	S	19	1	20	0.00005
Nitrosomonas ureae	44577	S	17	0	17	0.00004
Nitrosomonas europaea	915	S	12	19	31	0.00007
Thiobacillus sp.	924	S	18	3	21	0.00005
Thiobacillus sp. SCUT-2	3110231	S	11	0	11	0.00003
Sulfuritortus calidifontis	1914471	S	12	2	14	0.00003
Sulfurimicrobium lacus	2715678	S	25	1	26	0.00006
Sulfuricella denitrificans	649841	S	10	0	10	0.00002
Sideroxydans lithotrophicus	63745	S	10	7	17	0.00004
Ferrigenium kumadai	1682490	S	10	1	11	0.00003
Sideroxyarcus emersonii	2764705	S	10	1	11	0.00003
Usitatibacter rugosus	2732067	S	16	1	17	0.00004
Usitatibacter palustris	2732487	S	11	0	11	0.00003
Casimicrobium huifangae	2591109	S	147	7	154	0.00037
Chitinivorax sp. PXF-14	3230488	S	33	0	33	0.00008
Rhizobium sp. 32-5/1	3019602	S	60	13	73	0.00018
Rhizobium sp. TH2	2775403	S	42	6	48	0.00012
Rhizobium sp. SL42	2806346	S	31	6	37	0.00009
Rhizobium sp. WL3	2603277	S	30	11	41	0.00010
Rhizobium sp. BG4	2613770	S	29	7	36	0.00009
Rhizobium sp. X9	2815360	S	26	43	69	0.00017
Rhizobium sp. CB3090	3039156	S	24	15	39	0.00009
Rhizobium sp. CC-CFT758	2926709	S	23	4	27	0.00007
Rhizobium sp. SSA_523	2952477	S	17	2	19	0.00005
Rhizobium sp. WYJ-E13	2849093	S	17	4	21	0.00005
Rhizobium sp. NZLR1	2731096	S	15	19	34	0.00008
Rhizobium sp. AB2/73	2795216	S	13	22	35	0.00008
Rhizobium sp. Pop5	1223565	S	12	11	23	0.00006
Rhizobium sp. BT03	3045156	S	11	34	45	0.00011
Rhizobium sp. TRM96650	2979863	S	11	3	14	0.00003
Rhizobium sp. NXC14	1981173	S	10	13	23	0.00006
Rhizobium leguminosarum	384	S	70	141	211	0.00051
Rhizobium rhizogenes	359	S	28	17	45	0.00011
Rhizobium daejeonense	240521	S	26	7	33	0.00008
Rhizobium jaguaris	1312183	S	23	3	26	0.00006
Rhizobium oryzihabitans	2267833	S	23	38	61	0.00015
Rhizobium ruizarguesonis	2081791	S	22	27	49	0.00012
Rhizobium etli	29449	S	18	6	24	0.00006
Rhizobium phaseoli	396	S	17	19	36	0.00009
Rhizobium rosettiformans	1368430	S	17	5	22	0.00005
Rhizobium sullae	50338	S	15	3	18	0.00004
Rhizobium anhuiense	1184720	S	14	9	23	0.00006
Rhizobium bangladeshense	1138189	S	12	5	17	0.00004
Rhizobium lentis	1138194	S	11	5	16	0.00004
Rhizobium tumorigenes	2041385	S	11	5	16	0.00004
Rhizobium tropici	398	S	11	4	15	0.00004
Rhizobium rhizoryzae	451876	S	11	1	12	0.00003
Agrobacterium tumefaciens	358	S	109	74	183	0.00044
Agrobacterium pusense	648995	S	47	56	103	0.00025
Agrobacterium vitis	373	S	46	23	69	0.00017
Agrobacterium leguminum	2792015	S	14	11	25	0.00006
Agrobacterium larrymoorei	160699	S	13	1	14	0.00003
Agrobacterium rubi	28099	S	11	2	13	0.00003
Pararhizobium sp. YC-54	2986920	S	57	18	75	0.00018
Pararhizobium sp. A13	3133975	S	32	0	32	0.00008
Pararhizobium sp. BT-229	2986923	S	30	10	40	0.00010
Pararhizobium gei	1395951	S	29	4	33	0.00008
Pararhizobium qamdonense	3031126	S	23	13	36	0.00009
Neorhizobium sp. CSC1952	2978974	S	15	4	19	0.00005
Neorhizobium sp. NCHU2750	1825976	S	13	0	13	0.00003
Neorhizobium sp. SOG26	2060726	S	12	1	13	0.00003
Neorhizobium galegae	399	S	33	6	39	0.00009
Neorhizobium petrolearium	515361	S	13	2	15	0.00004
Allorhizobium pseudoryzae	379684	S	16	3	19	0.00005
Shinella zoogloeoides	352475	S	734	390	1124	0.00271
Shinella sp. HZN7	879274	S	176	153	329	0.00079
Shinella sp. PSBB067	2715959	S	81	94	175	0.00042
Shinella sp. H4-D48	2925841	S	30	22	52	0.00013
Shinella sp. XGS7	2877941	S	19	3	22	0.00005
Shinella sumterensis	1967501	S	33	28	61	0.00015
Shinella oryzae	2871820	S	18	11	29	0.00007
Sinorhizobium fredii	380	S	82	51	133	0.00032
Sinorhizobium sp. RAC02	1842534	S	52	15	67	0.00016
Sinorhizobium sp. BG8	2613773	S	18	3	21	0.00005
Sinorhizobium meliloti	382	S	26	46	72	0.00017
Sinorhizobium americanum	194963	S	21	8	29	0.00007
Sinorhizobium sojae	716925	S	20	5	25	0.00006
Sinorhizobium chiapasense	501572	S	17	0	17	0.00004
Sinorhizobium medicae	110321	S	16	9	25	0.00006
Sinorhizobium alkalisoli	1752398	S	13	2	15	0.00004
Sinorhizobium terangae	110322	S	11	2	13	0.00003
Sinorhizobium numidicum	680248	S	11	2	13	0.00003
Ensifer adhaerens	106592	S	67	17	84	0.00020
Ensifer sp. PDNC004	2811423	S	15	5	20	0.00005
Ensifer sp. WSM1721	1041159	S	12	0	12	0.00003
Ensifer canadensis	555315	S	23	5	28	0.00007
Peteryoungia algae	2919917	S	11	4	15	0.00004
Ciceribacter thiooxidans	1969821	S	13	2	15	0.00004
uncultured Gellertiella sp.	2040489	S	13	2	15	0.00004
Bradyrhizobium sp. Ash2021	2954771	S	32	10	42	0.00010
Bradyrhizobium sp. WD16	1521768	S	27	5	32	0.00008
Bradyrhizobium sp. BTAi1	288000	S	27	12	39	0.00009
Bradyrhizobium sp. NP1	3049772	S	27	7	34	0.00008
Bradyrhizobium sp. ORS 278	114615	S	25	14	39	0.00009
Bradyrhizobium sp. 200	2782665	S	24	20	44	0.00011
Bradyrhizobium sp. ORS 285	115808	S	21	12	33	0.00008
Bradyrhizobium sp. sBnM-33	2831780	S	20	10	30	0.00007
Bradyrhizobium sp. BWA-3-5	3080013	S	20	15	35	0.00008
Bradyrhizobium sp. CCBAU 051011	858422	S	20	13	33	0.00008
Bradyrhizobium sp. 170	2782641	S	18	17	35	0.00008
Bradyrhizobium sp. CB82	3039159	S	16	7	23	0.00006
Bradyrhizobium sp. SK17	2057741	S	16	11	27	0.00007
Bradyrhizobium sp. CB3481	3039158	S	16	13	29	0.00007
Bradyrhizobium sp. CCBAU 51753	1325100	S	16	9	25	0.00006
Bradyrhizobium sp. LLZ17	3239388	S	14	0	14	0.00003
Bradyrhizobium sp. 186	2782654	S	14	12	26	0.00006
Bradyrhizobium sp. CCBAU 53340	1325112	S	13	13	26	0.00006
Bradyrhizobium genosp. L	83637	S	13	7	20	0.00005
Bradyrhizobium sp. CB1015	2976822	S	13	19	32	0.00008
Bradyrhizobium sp. CB1717	3039154	S	11	26	37	0.00009
Bradyrhizobium sp. CIAT3101	439387	S	11	7	18	0.00004
Bradyrhizobium sp. CB1650	3039153	S	11	10	21	0.00005
Bradyrhizobium sp. CCGE-LA001	1223566	S	11	11	22	0.00005
Bradyrhizobium sp. CCBAU 53421	1325120	S	10	8	18	0.00004
Bradyrhizobium erythrophlei	1437360	S	52	7	59	0.00014
Bradyrhizobium sediminis	2840469	S	43	11	54	0.00013
Bradyrhizobium diazoefficiens	1355477	S	39	87	126	0.00030
Bradyrhizobium prioriisuperbiae	2854389	S	38	4	42	0.00010
Bradyrhizobium roseum	3056648	S	24	6	30	0.00007
Bradyrhizobium lablabi	722472	S	19	22	41	0.00010
Bradyrhizobium arachidis	858423	S	19	34	53	0.00013
Bradyrhizobium canariense	255045	S	17	32	49	0.00012
Bradyrhizobium oligotrophicum	44255	S	15	4	19	0.00005
Bradyrhizobium ontarionense	2898149	S	15	6	21	0.00005
Bradyrhizobium barranii	2992140	S	14	49	63	0.00015
Bradyrhizobium guangdongense	1325090	S	14	11	25	0.00006
Bradyrhizobium paxllaeri	190148	S	13	5	18	0.00004
Bradyrhizobium cosmicum	1404864	S	13	8	21	0.00005
Bradyrhizobium elkanii	29448	S	12	65	77	0.00019
Bradyrhizobium icense	1274631	S	10	3	13	0.00003
Bradyrhizobium xenonodulans	2736875	S	10	5	15	0.00004
Bradyrhizobium vignae	1549949	S	10	5	15	0.00004
Rhodopseudomonas palustris	1076	S	86	20	106	0.00026
Rhodopseudomonas sp. BAL398	3034676	S	27	7	34	0.00008
Rhodopseudomonas sp. P2A-2r	2991972	S	15	3	18	0.00004
Rhodopseudomonas boonkerdii	475937	S	10	1	11	0.00003
Tardiphaga alba	340268	S	12	2	14	0.00003
[Pseudomonas] carboxydohydrogena	290	S	12	5	17	0.00004
Afipia carboxidovorans	40137	S	10	0	10	0.00002
Nitrobacter hamburgensis	912	S	11	1	12	0.00003
Mesorhizobium sp. 8	2584466	S	23	7	30	0.00007
Mesorhizobium sp. B2-8-5	2589903	S	18	17	35	0.00008
Mesorhizobium sp. Pch-S	2082387	S	13	2	15	0.00004
Mesorhizobium sp. 131-2-1	2744518	S	13	17	30	0.00007
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	13	18	31	0.00007
Mesorhizobium sp. AR10	2865839	S	12	9	21	0.00005
Mesorhizobium sp. J8	2777475	S	12	11	23	0.00006
Mesorhizobium sp. DCY119	2108445	S	12	3	15	0.00004
Mesorhizobium sp. INR15	2654248	S	12	4	16	0.00004
Mesorhizobium sp. B1-1-8	2589976	S	12	8	20	0.00005
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	12	32	44	0.00011
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	12	14	26	0.00006
Mesorhizobium sp. L-2-11	2744521	S	11	12	23	0.00006
Mesorhizobium sp. 113-1-2	2744515	S	11	19	30	0.00007
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	11	8	19	0.00005
Mesorhizobium sp. PAMC28654	2880934	S	10	5	15	0.00004
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	10	12	22	0.00005
Mesorhizobium opportunistum	593909	S	14	14	28	0.00007
Mesorhizobium loti	381	S	13	45	58	0.00014
Mesorhizobium terrae	2725666	S	10	2	12	0.00003
Mesorhizobium onobrychidis	2775404	S	10	8	18	0.00004
Aminobacter sp. SR38	2774562	S	30	55	85	0.00020
Aminobacter sp. MSH1	374606	S	19	19	38	0.00009
