name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Tahibacter amnicola	2976241	S	54	1	55	0.00015
Dokdonella koreensis	323415	S	42	3	45	0.00013
Frateuria edaphi	2898793	S	14	4	18	0.00005
Frateuria soli	1542730	S	12	4	16	0.00005
Aerosticca soli	2010829	S	21	5	26	0.00007
Ahniella affigens	2021234	S	12	0	12	0.00003
Shewanella baltica	62322	S	23	39	62	0.00017
Shewanella algae	38313	S	13	8	21	0.00006
Shewanella avicenniae	2814294	S	12	1	13	0.00004
Shewanella xiamenensis	332186	S	10	28	38	0.00011
Alteromonas macleodii	28108	S	12	9	21	0.00006
Halomonas sp. BM-2019	2811227	S	13	0	13	0.00004
Halomonas elongata	2746	S	13	39	52	0.00015
Salinicola endophyticus	1949083	S	11	19	30	0.00008
Chromohalobacter israelensis	141390	S	10	15	25	0.00007
Halotalea alkalilenta	376489	S	11	5	16	0.00005
Thalassolituus oleivorans	187493	S	14	3	17	0.00005
Alcanivorax sp.	1872427	S	20	9	29	0.00008
Vibrio parahaemolyticus	670	S	20	26	46	0.00013
Vibrio alginolyticus	663	S	10	64	74	0.00021
Vibrio furnissii	29494	S	18	4	22	0.00006
Vibrio vulnificus	672	S	14	1	15	0.00004
Vibrio metschnikovii	28172	S	14	1	15	0.00004
Vibrio cholerae	666	S	13	20	33	0.00009
Vibrio navarrensis	29495	S	11	6	17	0.00005
Photobacterium sp. GJ3	2829502	S	11	0	11	0.00003
Photobacterium damselae	38293	S	18	9	27	0.00008
Photobacterium leiognathi	553611	S	10	4	14	0.00004
Rheinheimera sp. F8	1763998	S	24	3	27	0.00008
Thiocapsa sp.	2024551	S	17	2	19	0.00005
Thiocapsa bogorovii	521689	S	14	2	16	0.00005
Thiorhodovibrio litoralis	2952932	S	10	0	10	0.00003
Candidatus Thiodictyon syntrophicum	1166950	S	29	0	29	0.00008
Allochromatium tepidum	553982	S	14	3	17	0.00005
Allochromatium vinosum	1049	S	12	2	14	0.00004
Thiocystis violascens	73141	S	17	0	17	0.00005
Thioflavicoccus mobilis	80679	S	13	0	13	0.00004
Thermochromatium tepidum	1050	S	12	1	13	0.00004
Marichromatium purpuratum	37487	S	11	0	11	0.00003
Caldichromatium japonicum	2699430	S	10	0	10	0.00003
Thioalkalivibrio sulfidiphilus	1033854	S	15	2	17	0.00005
Thioalkalivibrio nitratireducens	186931	S	13	6	19	0.00005
Acidihalobacter ferrooxydans	1765967	S	12	0	12	0.00003
Acidihalobacter aeolianus	2792603	S	12	1	13	0.00004
Halorhodospira halophila	1053	S	11	1	12	0.00003
Guyparkeria halophila	47960	S	20	1	21	0.00006
Methylococcus capsulatus	414	S	48	13	61	0.00017
Methylococcus sp. EFPC2	2812648	S	14	10	24	0.00007
Methylococcus geothermalis	2681310	S	14	4	18	0.00005
Methylococcus mesophilus	2993564	S	12	3	15	0.00004
Methylomonas sp. UP202	3040943	S	12	8	20	0.00006
Methylomonas denitrificans	1538553	S	12	20	32	0.00009
Methylocaldum marinum	1432792	S	12	1	13	0.00004
Methylogaea oryzae	1295382	S	15	1	16	0.00005
Methylomagnum ishizawai	1760988	S	11	0	11	0.00003
Aequoribacter fuscus	2518989	S	14	2	16	0.00005
Thiothrix subterranea	2735563	S	18	4	22	0.00006
Thiothrix winogradskyi	96472	S	14	5	19	0.00005
Thiothrix unzii	111769	S	11	4	15	0.00004
Beggiatoa leptomitoformis	288004	S	14	0	14	0.00004
Haemophilus parainfluenzae	729	S	24	6	30	0.00008
Gallibacterium anatis	750	S	11	1	12	0.00003
Legionella pneumophila	446	S	15	6	21	0.00006
Sulfurifustis variabilis	1675686	S	10	0	10	0.00003
Solimonas sp. K1W22B-7	2303331	S	13	1	14	0.00004
Thiohalobacter sp. IOR34	3057176	S	14	10	24	0.00007
Sulfurivermis fontis	1972068	S	16	0	16	0.00005
Steroidobacter denitrificans	465721	S	13	0	13	0.00004
Immundisolibacter cernigliae	1810504	S	11	0	11	0.00003
Salinisphaera sp. LB1	2183911	S	10	0	10	0.00003
Bradyrhizobium sp. Ash2021	2954771	S	61	7	68	0.00019
Bradyrhizobium sp. NP1	3049772	S	58	5	63	0.00018
Bradyrhizobium sp. WD16	1521768	S	52	3	55	0.00015
Bradyrhizobium sp. CCBAU 51753	1325100	S	45	10	55	0.00015
Bradyrhizobium sp. 170	2782641	S	44	20	64	0.00018
Bradyrhizobium genosp. L	83637	S	41	8	49	0.00014
Bradyrhizobium sp. BTAi1	288000	S	40	7	47	0.00013
Bradyrhizobium sp. 200	2782665	S	38	15	53	0.00015
Bradyrhizobium sp. CB82	3039159	S	38	6	44	0.00012
Bradyrhizobium sp. ORS 278	114615	S	37	10	47	0.00013
Bradyrhizobium sp. CCBAU 051011	858422	S	35	8	43	0.00012
Bradyrhizobium sp. ORS 285	115808	S	35	9	44	0.00012
Bradyrhizobium sp. sBnM-33	2831780	S	34	7	41	0.00012
Bradyrhizobium sp. CB3481	3039158	S	34	13	47	0.00013
Bradyrhizobium sp. SK17	2057741	S	33	7	40	0.00011
Bradyrhizobium sp. CB1650	3039153	S	31	13	44	0.00012
Bradyrhizobium sp. BWA-3-5	3080013	S	31	11	42	0.00012
Bradyrhizobium sp. 1(2017)	1404888	S	29	8	37	0.00010
Bradyrhizobium sp. 186	2782654	S	25	9	34	0.00010
Bradyrhizobium sp. LLZ17	3239388	S	25	0	25	0.00007
Bradyrhizobium sp. CB1015	2976822	S	24	12	36	0.00010
Bradyrhizobium sp. CIAT3101	439387	S	22	4	26	0.00007
Bradyrhizobium sp. B124	3140245	S	21	0	21	0.00006
Bradyrhizobium sp. CCBAU 53421	1325120	S	21	5	26	0.00007
Bradyrhizobium sp. 41S5	1404443	S	21	6	27	0.00008
Bradyrhizobium sp. 195	2782662	S	19	9	28	0.00008
Bradyrhizobium sp. B097	3140244	S	19	0	19	0.00005
Bradyrhizobium sp. CCBAU 53340	1325112	S	18	3	21	0.00006
Bradyrhizobium sp. NDS-1	3080014	S	16	6	22	0.00006
Bradyrhizobium sp. I71	2590772	S	12	21	33	0.00009
Bradyrhizobium sp. C-145	574727	S	12	4	16	0.00005
Bradyrhizobium sp. CB1717	3039154	S	11	12	23	0.00006
Bradyrhizobium sp. WSM471	319017	S	10	4910	4920	0.01385
Bradyrhizobium sp. 62B	2898442	S	10	22	32	0.00009
Bradyrhizobium sp. CCGE-LA001	1223566	S	10	3	13	0.00004
Bradyrhizobium erythrophlei	1437360	S	96	2	98	0.00028
Bradyrhizobium diazoefficiens	1355477	S	69	8	77	0.00022
Bradyrhizobium sediminis	2840469	S	55	2	57	0.00016
Bradyrhizobium elkanii	29448	S	41	6	47	0.00013
Bradyrhizobium arachidis	858423	S	41	4	45	0.00013
Bradyrhizobium prioriisuperbiae	2854389	S	37	1	38	0.00011
Bradyrhizobium oligotrophicum	44255	S	31	3	34	0.00010
Bradyrhizobium ontarionense	2898149	S	27	4	31	0.00009
Bradyrhizobium lablabi	722472	S	27	1	28	0.00008
Bradyrhizobium roseum	3056648	S	25	1	26	0.00007
Bradyrhizobium japonicum	375	S	25	5	30	0.00008
Bradyrhizobium commune	83627	S	23	1	24	0.00007
Bradyrhizobium barranii	2992140	S	23	3	26	0.00007
Bradyrhizobium paxllaeri	190148	S	22	0	22	0.00006
Bradyrhizobium canariense	255045	S	22	2	24	0.00007
Bradyrhizobium cosmicum	1404864	S	20	1	21	0.00006
Bradyrhizobium symbiodeficiens	1404367	S	20	2	22	0.00006
Bradyrhizobium icense	1274631	S	19	0	19	0.00005
Bradyrhizobium septentrionale	1404411	S	19	1	20	0.00006
Bradyrhizobium betae	244734	S	18	2	20	0.00006
Bradyrhizobium guangzhouense	1325095	S	15	0	15	0.00004
Bradyrhizobium guangdongense	1325090	S	15	0	15	0.00004
Bradyrhizobium vignae	1549949	S	13	0	13	0.00004
Bradyrhizobium guangxiense	1325115	S	12	0	12	0.00003
Bradyrhizobium xenonodulans	2736875	S	12	0	12	0.00003
Bradyrhizobium brasilense	1419277	S	12	1	13	0.00004
Rhodopseudomonas palustris	1076	S	131	10	141	0.00040
Rhodopseudomonas sp. P2A-2r	2991972	S	17	0	17	0.00005
Rhodopseudomonas sp. BAL398	3034676	S	16	1	17	0.00005
Tardiphaga alba	340268	S	11	0	11	0.00003
Afipia carboxidovorans	40137	S	30	0	30	0.00008
Nitrobacter winogradskyi	913	S	17	0	17	0.00005
Nitrobacter hamburgensis	912	S	10	0	10	0.00003
Variibacter gotjawalensis	1333996	S	14	0	14	0.00004
Rhizobium sp. BG4	2613770	S	23	5	28	0.00008
Rhizobium sp. SL42	2806346	S	23	4	27	0.00008
Rhizobium sp. TH2	2775403	S	23	2	25	0.00007
Rhizobium sp. 32-5/1	3019602	S	22	4	26	0.00007
Rhizobium sp. WYJ-E13	2849093	S	19	5	24	0.00007
Rhizobium sp. CC-CFT758	2926709	S	15	2	17	0.00005
Rhizobium sp. SSA_523	2952477	S	15	2	17	0.00005
Rhizobium sp. X9	2815360	S	13	16	29	0.00008
Rhizobium sp. CB3090	3039156	S	12	11	23	0.00006
Rhizobium sp. WL3	2603277	S	11	5	16	0.00005
Rhizobium sp. Pop5	1223565	S	10	12	22	0.00006
Rhizobium sp. 11515TR	2028343	S	10	23	33	0.00009
Rhizobium leguminosarum	384	S	54	113	167	0.00047
Rhizobium daejeonense	240521	S	33	7	40	0.00011
Rhizobium etli	29449	S	26	12	38	0.00011
Rhizobium rosettiformans	1368430	S	19	4	23	0.00006
Rhizobium phaseoli	396	S	15	11	26	0.00007
Rhizobium tumorigenes	2041385	S	15	6	21	0.00006
Rhizobium oryzihabitans	2267833	S	14	18	32	0.00009
Rhizobium sullae	50338	S	13	2	15	0.00004
Rhizobium ruizarguesonis	2081791	S	13	16	29	0.00008
Rhizobium hidalgonense	1538159	S	13	5	18	0.00005
Rhizobium gallicum	56730	S	11	12	23	0.00006
Rhizobium rhizoryzae	451876	S	11	0	11	0.00003
Rhizobium jaguaris	1312183	S	10	1	11	0.00003
Rhizobium bangladeshense	1138189	S	10	3	13	0.00004
Agrobacterium tumefaciens	358	S	86	47	133	0.00037
Agrobacterium vitis	373	S	33	13	46	0.00013
Agrobacterium pusense	648995	S	28	26	54	0.00015
Agrobacterium leguminum	2792015	S	14	10	24	0.00007
Agrobacterium larrymoorei	160699	S	13	1	14	0.00004
Agrobacterium salinitolerans	1183413	S	11	5	16	0.00005
Agrobacterium vaccinii	2735528	S	11	0	11	0.00003
Pararhizobium sp. A13	3133975	S	25	0	25	0.00007
Pararhizobium sp. YC-54	2986920	S	18	3	21	0.00006
Pararhizobium sp. BT-229	2986923	S	18	2	20	0.00006
Pararhizobium qamdonense	3031126	S	23	4	27	0.00008
Pararhizobium gei	1395951	S	11	0	11	0.00003
Neorhizobium sp. SOG26	2060726	S	14	1	15	0.00004
Neorhizobium sp. NCHU2750	1825976	S	12	0	12	0.00003
Neorhizobium sp. CSC1952	2978974	S	11	2	13	0.00004
Neorhizobium galegae	399	S	22	3	25	0.00007
Neorhizobium petrolearium	515361	S	11	1	12	0.00003
Pseudorhizobium flavum	1335061	S	10	4	14	0.00004
Allorhizobium pseudoryzae	379684	S	12	1	13	0.00004
Shinella zoogloeoides	352475	S	259	70	329	0.00093
Shinella sp. HZN7	879274	S	65	33	98	0.00028
Shinella sp. PSBB067	2715959	S	36	25	61	0.00017
Shinella sp. XGS7	2877941	S	21	2	23	0.00006
Shinella sp. H4-D48	2925841	S	12	5	17	0.00005
Shinella oryzae	2871820	S	16	5	21	0.00006
Shinella sumterensis	1967501	S	12	6	18	0.00005
Sinorhizobium fredii	380	S	56	28	84	0.00024
Sinorhizobium sp. RAC02	1842534	S	18	5	23	0.00006
Sinorhizobium meliloti	382	S	18	24	42	0.00012
Sinorhizobium medicae	110321	S	16	4	20	0.00006
Sinorhizobium garamanticum	680247	S	16	3	19	0.00005
Sinorhizobium chiapasense	501572	S	15	0	15	0.00004
Sinorhizobium numidicum	680248	S	13	1	14	0.00004
Sinorhizobium americanum	194963	S	11	3	14	0.00004
Sinorhizobium mexicanum	375549	S	10	1	11	0.00003
Ensifer adhaerens	106592	S	49	12	61	0.00017
Ensifer sp. PDNC004	2811423	S	15	6	21	0.00006
Ensifer canadensis	555315	S	12	2	14	0.00004
Hoeflea phototrophica	244596	S	11	0	11	0.00003
Georhizobium profundi	2341112	S	12	0	12	0.00003
Ciceribacter thiooxidans	1969821	S	10	0	10	0.00003
Mesorhizobium sp. Pch-S	2082387	S	29	2	31	0.00009
Mesorhizobium sp. DCY119	2108445	S	23	3	26	0.00007
Mesorhizobium sp. AR07	2865838	S	21	13	34	0.00010
Mesorhizobium sp. 8	2584466	S	21	3	24	0.00007
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	20	9	29	0.00008
Mesorhizobium sp. INR15	2654248	S	19	4	23	0.00006
Mesorhizobium sp. B1-1-8	2589976	S	17	6	23	0.00006
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	17	15	32	0.00009
Mesorhizobium sp. B2-1-1	2589974	S	16	5	21	0.00006
Mesorhizobium sp. B2-1-8	2589967	S	16	9	25	0.00007
Mesorhizobium sp. J8	2777475	S	16	9	25	0.00007
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	15	15	30	0.00008
Mesorhizobium sp. B2-8-5	2589903	S	15	9	24	0.00007
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	15	11	26	0.00007
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	S	15	9	24	0.00007
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	15	11	26	0.00007
Mesorhizobium sp. PAMC28654	2880934	S	14	4	18	0.00005
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	14	11	25	0.00007
Mesorhizobium sp. L-2-11	2744521	S	13	10	23	0.00006
Mesorhizobium sp. NBSH29	2654249	S	13	0	13	0.00004
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	12	8	20	0.00006
Mesorhizobium sp. 113-3-3	2744516	S	11	12	23	0.00006
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	11	18	29	0.00008
Mesorhizobium sp. AR10	2865839	S	10	4	14	0.00004
Mesorhizobium sp. AA22	1854057	S	10	15	25	0.00007
Mesorhizobium sp. 131-2-1	2744518	S	10	8	18	0.00005
Mesorhizobium terrae	2725666	S	21	2	23	0.00006
Mesorhizobium opportunistum	593909	S	15	9	24	0.00007
Mesorhizobium koreense	3074855	S	14	1	15	0.00004
Mesorhizobium huakuii	28104	S	13	14	27	0.00008
Mesorhizobium amorphae	71433	S	12	3	15	0.00004
Aminobacter sp. SR38	2774562	S	33	37	70	0.00020
Nitratireductor thuwali	2267699	S	13	0	13	0.00004
Nitratireductor mangrovi	2599600	S	13	10	23	0.00006
Aquibium microcysteis	675281	S	29	2	31	0.00009
Aquibium oceanicum	1670800	S	11	1	12	0.00003
Phyllobacterium zundukense	1867719	S	12	0	12	0.00003
Chelativorans sp. AA-79	3028735	S	16	1	17	0.00005
Methylobacterium sp. FF17	2984843	S	28	11	39	0.00011
Methylobacterium sp. WL1	2603276	S	15	10	25	0.00007
Methylobacterium sp. 17Sr1-1	2202826	S	12	9	21	0.00006
Methylobacterium sp. NMS14P	2894310	S	10	20	30	0.00008
Methylobacterium aquaticum	270351	S	39	21	60	0.00017
Methylobacterium nodulans	114616	S	21	1	22	0.00006
Methylobacterium indicum	1775910	S	21	12	33	0.00009
Methylobacterium durans	2202825	S	19	1	20	0.00006
Methylobacterium mesophilicum	39956	S	18	5	23	0.00006
Methylobacterium currus	2051553	S	17	7	24	0.00007
Methylobacterium brachiatum	269660	S	16	5	21	0.00006
Methylobacterium terrae	2202827	S	16	8	24	0.00007
Methylobacterium organophilum	410	S	16	3	19	0.00005
Methylobacterium radiodurans	2202828	S	15	2	17	0.00005
Methylobacterium tardum	374432	S	13	5	18	0.00005
Methylobacterium bullatum	570505	S	13	0	13	0.00004
Methylorubrum extorquens	408	S	31	30	61	0.00017
Methylorubrum populi	223967	S	24	10	34	0.00010
Microvirga sp. VF16	2807101	S	17	1	18	0.00005
Microvirga sp. 17 mud 1-3	2082949	S	10	1	11	0.00003
Microvirga ossetica	1882682	S	13	1	14	0.00004
Microvirga thermotolerans	2651334	S	11	1	12	0.00003
Microvirga terrae	2740529	S	10	1	11	0.00003
Enhydrobacter sp.	1894999	S	393	18	411	0.00116
Nordella sp. HKS 07	2712222	S	33	1	34	0.00010
Pseudorhodoplanes sinuspersici	1235591	S	19	0	19	0.00005
Bosea sp. ANAM02	2020412	S	75	16	91	0.00026
Bosea sp. F3-2	2599640	S	40	6	46	0.00013
Bosea sp. Tri-49	1867715	S	37	8	45	0.00013
Bosea sp. AS-1	2015316	S	29	4	33	0.00009
Bosea sp. NBC_00550	2969621	S	27	4	31	0.00009
Bosea sp. PAMC 26642	1792307	S	25	2	27	0.00008
Bosea sp. (in: a-proteobacteria)	1871050	S	22	0	22	0.00006
Bosea sp. 685	3080057	S	13	4	17	0.00005
Bosea beijingensis	3068632	S	54	13	67	0.00019
Bosea vestrisii	151416	S	25	6	31	0.00009
Bosea vaviloviae	1526658	S	17	6	23	0.00006
Devosia sp. A16	1736675	S	35	3	38	0.00011
Devosia sp. FJ2-5-3	2976680	S	15	5	20	0.00006
Devosia sp. SL43	2806348	S	13	4	17	0.00005
Devosia sp. SD17-2	2976459	S	11	4	15	0.00004
Devosia neptuniae	191302	S	12	3	15	0.00004
Devosia ginsengisoli	400770	S	12	5	17	0.00005
Devosia rhizoryzae	2774137	S	11	2	13	0.00004
Devosia lacusdianchii	2917991	S	10	3	13	0.00004
Paradevosia shaoguanensis	1335043	S	11	3	14	0.00004
Youhaiella tibetensis	1447062	S	11	3	14	0.00004
Ancylobacter sp. TS-1	1850374	S	12	3	15	0.00004
Ancylobacter sp. WKF20	3039801	S	10	12	22	0.00006
Ancylobacter novellus	921	S	20	23	43	0.00012
Ancylobacter pratisalsi	1745854	S	15	1	16	0.00005
Xanthobacter dioxanivorans	2528964	S	35	4	39	0.00011
Xanthobacter autotrophicus	280	S	12	6	18	0.00005
Xanthobacter sp. YC-JY1	2419844	S	12	5	17	0.00005
Pseudolabrys taiwanensis	331696	S	21	1	22	0.00006
Pseudolabrys sp. FHR47	2562284	S	12	1	13	0.00004
Starkeya sp. ORNL1	2709380	S	25	1	26	0.00007
Aquabacter sp. L1I39	2820278	S	16	0	16	0.00005
Azorhizobium caulinodans	7	S	15	1	16	0.00005
Labrys sp. KNU-23	2789216	S	14	0	14	0.00004
uncultured Roseibium sp.	1936171	S	37	3	40	0.00011
Roseibium sp. Sym1	3016006	S	12	15	27	0.00008
Stappia sp.	1870903	S	18	0	18	0.00005
Stappia sp. ES.058	1881061	S	16	1	17	0.00005
Stappia indica	538381	S	20	2	22	0.00006
Breoghania sp.	2065378	S	24	2	26	0.00007
Breoghania sp. L-A4	2304600	S	13	1	14	0.00004
Pannonibacter phragmitetus	121719	S	30	5	35	0.00010
Methylocystis sp. SC2	187303	S	16	4	20	0.00006
Methylocystis sp. MJC1	2654282	S	11	2	13	0.00004
Methylocystis parvus	134	S	22	1	23	0.00006
Methylocystis echinoides	29468	S	22	0	22	0.00006
Methylocystis bryophila	655015	S	18	0	18	0.00005
Methylocystis heyeri	391905	S	16	0	16	0.00005
Methylocystis rosea	173366	S	15	10	25	0.00007
Methylocystis iwaonis	2885079	S	10	1	11	0.00003
Methylosinus trichosporium	426	S	22	2	24	0.00007
Hyphomicrobium sp. ghe19	2682968	S	20	0	20	0.00006
Hyphomicrobium sp. MC1	717785	S	12	1	13	0.00004
Hyphomicrobium sp. DMF-1	3019544	S	12	1	13	0.00004
Hyphomicrobium denitrificans	53399	S	24	1	25	0.00007
Hyphomicrobium nitrativorans	1427356	S	14	1	15	0.00004
Rhodoplanes sp. Z2-YC6860	674703	S	28	1	29	0.00008
Methyloligella sp. GL2	2742204	S	12	0	12	0.00003
uncultured Pleomorphomonas sp.	442121	S	109	9	118	0.00033
Pleomorphomonas sp. PLEO	3239306	S	37	0	37	0.00010
Hartmannibacter diazotrophicus	1482074	S	17	1	18	0.00005
Aureimonas sp. AU20	1349819	S	11	0	11	0.00003
Aureimonas populi	1701758	S	13	1	14	0.00004
Aureimonas mangrovi	2758041	S	12	1	13	0.00004
Martelella mediterranea	293089	S	13	2	15	0.00004
Jiella pelagia	2986949	S	14	0	14	0.00004
Aurantimonas sp. HBX-1	2906072	S	13	1	14	0.00004
Brucella anthropi	529	S	16	35	51	0.00014
Methylovirgula sp. HY1	2822761	S	11	1	12	0.00003
Methylovirgula ligni	569860	S	11	1	12	0.00003
Methylocella silvestris	199596	S	15	1	16	0.00005
Methylocella tundrae	227605	S	14	1	15	0.00004
Phreatobacter stygius	1940610	S	32	2	34	0.00010
Phreatobacter cathodiphilus	1868589	S	21	2	23	0.00006
Phreatobacter aquaticus	2570229	S	14	2	16	0.00005
uncultured Cohaesibacter sp.	1002546	S	50	5	55	0.00015
Kaustia mangrovi	2593653	S	21	1	22	0.00006
Parvibaculum lavamentivorans	256618	S	20	1	21	0.00006
Terrirubrum flagellatum	2895980	S	40	0	40	0.00011
Chelatococcus sp. CO-6	1702325	S	17	9	26	0.00007
Blastochloris viridis	1079	S	19	1	20	0.00006
Blastochloris tepida	2233851	S	12	0	12	0.00003
Acuticoccus sp. I52.16.1	2928472	S	18	0	18	0.00005
Acuticoccus sp. MNP-M23	3072793	S	10	0	10	0.00003
Roseitalea porphyridii	1852022	S	12	0	12	0.00003
Kaistia sp. 32K	2795690	S	20	1	21	0.00006
Salinarimonas sp.	2766526	S	19	0	19	0.00005
Chenggangzhangella methanolivorans	1437009	S	17	0	17	0.00005
Rhodoligotrophos sp. CJ14	3069264	S	10	0	10	0.00003
Sphingomonas sp. MM-1	745310	S	24	13	37	0.00010
Sphingomonas sp. CL5.1	2653203	S	23	7	30	0.00008
Sphingomonas sp. IC081	304378	S	18	34	52	0.00015
Sphingomonas sp. C3-2	3062169	S	17	2	19	0.00005
Sphingomonas sp. FARSPH	2219696	S	17	9	26	0.00007
Sphingomonas sp. R1	399176	S	16	3	19	0.00005
Sphingomonas sp. Y38-1Y	3078265	S	16	3	19	0.00005
Sphingomonas sp. AP4-R1	2735134	S	15	1	16	0.00005
Sphingomonas sp. KC8	1030157	S	15	1	16	0.00005
Sphingomonas sp. So64.6b	2997354	S	15	3	18	0.00005
Sphingomonas sp. AAP5	1523415	S	15	3	18	0.00005
Sphingomonas sp. NIBR02145	3014784	S	14	2	16	0.00005
Sphingomonas sp. LM7	1938607	S	14	4	18	0.00005
Sphingomonas sp. QA11	2950605	S	14	17	31	0.00009
Sphingomonas sp. HMP9	1517554	S	13	5	18	0.00005
Sphingomonas sp. SUN019	2937788	S	13	3	16	0.00005
Sphingomonas sp. LY29	3095341	S	13	0	13	0.00004
Sphingomonas sp. LY54	3095343	S	13	0	13	0.00004
Sphingomonas sp. 7/4-4	3018446	S	13	4	17	0.00005
Sphingomonas sp. M1-B02	3114300	S	12	0	12	0.00003
Sphingomonas sp. J315	2898433	S	11	4	15	0.00004
Sphingomonas sp. S2-65	2903960	S	10	1	11	0.00003
Sphingomonas sp. NY01	2968057	S	10	0	10	0.00003
Sphingomonas sp. CV7422	3018036	S	10	18	28	0.00008
Sphingomonas sanxanigenens	397260	S	28	7	35	0.00010
Sphingomonas abietis	3012344	S	24	3	27	0.00008
Sphingomonas paucimobilis	13689	S	19	11	30	0.00008
Sphingomonas profundi	2681549	S	18	3	21	0.00006
Sphingomonas hengshuiensis	1609977	S	18	3	21	0.00006
Sphingomonas hankookensis	563996	S	18	10	28	0.00008
Sphingomonas cannabina	2899123	S	18	4	22	0.00006
Sphingomonas suaedae	2599297	S	17	4	21	0.00006
Sphingomonas nostoxanthinifaciens	2872652	S	17	2	19	0.00005
Sphingomonas naphthae	1813468	S	16	8	24	0.00007
Sphingomonas psychrotolerans	1327635	S	16	4	20	0.00006
Sphingomonas bisphenolicum	296544	S	14	6	20	0.00006
Sphingomonas changnyeongensis	2698679	S	14	2	16	0.00005
Sphingomonas panacisoli	1813879	S	13	2	15	0.00004
Sphingomonas endolithica	2972485	S	12	2	14	0.00004
Sphingomonas morindae	1541170	S	12	2	14	0.00004
Sphingomonas parapaucimobilis	28213	S	11	0	11	0.00003
Sphingomonas taxi	1549858	S	10	5	15	0.00004
Sphingomonas radiodurans	2890321	S	10	1	11	0.00003
Sphingopyxis sp. BSN-002	2911495	S	78	10	88	0.00025
Sphingopyxis sp. DBS4	2968500	S	51	15	66	0.00019
Sphingopyxis sp. FD7	1914525	S	33	7	40	0.00011
Sphingopyxis sp. USTB-05	2830667	S	32	5	37	0.00010
Sphingopyxis sp. YF1	2482763	S	27	5	32	0.00009
Sphingopyxis sp. QXT-31	1357916	S	23	4	27	0.00008
Sphingopyxis sp. EG6	1874061	S	22	4	26	0.00007
Sphingopyxis sp. PET50	2976533	S	22	3	25	0.00007
Sphingopyxis sp. 113P3	292913	S	21	3	24	0.00007
Sphingopyxis sp. OPL5	2486273	S	18	2	20	0.00006
Sphingopyxis sp. PAMC25046	2565556	S	12	2	14	0.00004
Sphingopyxis macrogoltabida	33050	S	57	10	67	0.00019
Sphingopyxis terrae	33052	S	56	68	124	0.00035
Sphingopyxis granuli	267128	S	39	30	69	0.00019
Sphingopyxis lindanitolerans	2054227	S	19	4	23	0.00006
Sphingopyxis indica	436663	S	16	3	19	0.00005
Sphingopyxis fribergensis	1515612	S	14	2	16	0.00005
Sphingopyxis alaskensis	117207	S	12	2	14	0.00004
Sphingopyxis chilensis	180400	S	12	0	12	0.00003
Sphingobium sp. SYK-6	627192	S	35	4	39	0.00011
Sphingobium sp. TKS	1315974	S	35	13	48	0.00014
Sphingobium sp. CAP-1	2676077	S	25	8	33	0.00009
Sphingobium sp. SCG-1	2072936	S	21	1	22	0.00006
Sphingobium sp. WTD-1	2979467	S	20	17	37	0.00010
Sphingobium sp. YG1	2082188	S	16	5	21	0.00006
Sphingobium sp. JS3065	2970925	S	16	7	23	0.00006
Sphingobium sp. V4	3038927	S	14	2	16	0.00005
Sphingobium sp. Cam5-1	2789327	S	14	4	18	0.00005
Sphingobium sp. YC-XJ3	3024245	S	11	39	50	0.00014
Sphingobium sp. MI1205	407020	S	11	5	16	0.00005
Sphingobium sp. AP49	1144307	S	11	2	13	0.00004
Sphingobium sp. KCTC 72723	2733867	S	11	1	12	0.00003
Sphingobium sp. SJ10-10	3114999	S	11	0	11	0.00003
Sphingobium yanoikuyae	13690	S	69	56	125	0.00035
Sphingobium xenophagum	121428	S	39	11	50	0.00014
Sphingobium phenoxybenzoativorans	1592790	S	27	3	30	0.00008
Sphingobium cloacae	120107	S	20	10	30	0.00008
Sphingobium baderi	1332080	S	17	23	40	0.00011
Sphingobium amiense	135719	S	16	7	23	0.00006
Sphingobium chlorophenolicum	46429	S	11	2	13	0.00004
Sphingobium herbicidovorans	76947	S	11	2	13	0.00004
Sphingobium fuliginis	336203	S	11	22	33	0.00009
Novosphingobium sp. EMRT-2	2571749	S	56	10	66	0.00019
Novosphingobium sp. ES2-1	2780074	S	35	11	46	0.00013
Novosphingobium sp. THN1	1016987	S	27	5	32	0.00009
Novosphingobium sp. PP1Y	702113	S	25	15	40	0.00011
Novosphingobium sp. 9	2025349	S	25	2	27	0.00008
Novosphingobium sp. RL4	3109595	S	21	0	21	0.00006
Novosphingobium sp. P6W	1609758	S	17	1	18	0.00005
Novosphingobium sp. KACC 22771	3025670	S	16	3	19	0.00005
Novosphingobium sp. Gsoil 351	2675225	S	13	0	13	0.00004
