name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Prevotella dentalis	52227	S	17	1	18	0.00005
Prevotella bivia	28125	S	12	1	13	0.00004
Prevotella jejuni	1177574	S	10	4	14	0.00004
Paraprevotella clara	454154	S	36	5	41	0.00012
Xylanibacter ruminicola	839	S	22	0	22	0.00006
Parabacteroides distasonis	823	S	240	112	352	0.00099
Parabacteroides merdae	46503	S	99	281	380	0.00107
Parabacteroides goldsteinii	328812	S	50	1	51	0.00014
Parabacteroides johnsonii	387661	S	30	2	32	0.00009
Parabacteroides faecis	1217282	S	29	0	29	0.00008
Parabacteroides sp. AD58	2951805	S	25	0	25	0.00007
Parabacteroides chongii	2685834	S	17	0	17	0.00005
Tannerella forsythia	28112	S	15	1	16	0.00005
Tannerella serpentiformis	712710	S	13	0	13	0.00004
uncultured Macellibacteroides sp.	1243007	S	469	7	476	0.00134
Porphyromonas pogonae	867595	S	20	0	20	0.00006
Porphyromonas gingivalis	837	S	19	1	20	0.00006
Paludibacter propionicigenes	185300	S	324	9	333	0.00094
Alistipes onderdonkii	328813	S	49	13	62	0.00017
Alistipes finegoldii	214856	S	30	4	34	0.00010
Alistipes shahii	328814	S	30	3	33	0.00009
Alistipes communis	2585118	S	29	2	31	0.00009
uncultured Alistipes sp.	538949	S	22	0	22	0.00006
Alistipes senegalensis	1288121	S	18	1	19	0.00005
Alistipes indistinctus	626932	S	17	0	17	0.00005
Alistipes sp. dk3624	2662363	S	14	0	14	0.00004
Alistipes ihumii	1470347	S	11	0	11	0.00003
Alistipes dispar	2585119	S	10	0	10	0.00003
uncultured Acetobacteroides sp.	1760811	S	53	0	53	0.00015
Dysgonomonas sp. HDW5B	2714927	S	20	7	27	0.00008
Dysgonomonas sp. HDW5A	2714926	S	13	5	18	0.00005
Dysgonomonas capnocytophagoides	45254	S	16	0	16	0.00005
Proteiniphilum propionicum	2829812	S	29	1	30	0.00008
Proteiniphilum saccharofermentans	1642647	S	27	1	28	0.00008
Petrimonas mucosa	1642646	S	20	2	22	0.00006
Petrimonas sp.	2023866	S	18	0	18	0.00005
Butyricimonas virosa	544645	S	21	3	24	0.00007
Butyricimonas paravirosa	1472417	S	11	3	14	0.00004
Butyricimonas faecalis	2093856	S	11	1	12	0.00003
Odoribacter splanchnicus	28118	S	41	17	58	0.00016
Coprobacter fastidiosus	1099853	S	14	0	14	0.00004
Coprobacter secundus	1501392	S	12	0	12	0.00003
Barnesiella sp. An22	1965590	S	15	0	15	0.00004
Muribaculum intestinale	1796646	S	10	1	11	0.00003
Salinivirga cyanobacteriivorans	1307839	S	12	0	12	0.00003
Tenuifilum thalassicum	2590900	S	11	0	11	0.00003
uncultured Draconibacterium sp.	1573823	S	160	26	186	0.00052
Draconibacterium orientale	1168034	S	24	8	32	0.00009
Aquipluma nitroreducens	2010828	S	106	1	107	0.00030
Maribellus comscasis	2681766	S	27	1	28	0.00008
Mangrovibacterium marinum	1639118	S	21	1	22	0.00006
uncultured Sunxiuqinia sp.	1573825	S	20	3	23	0.00006
uncultured Carboxylicivirga sp.	1628156	S	50	2	52	0.00015
Xiashengella succiniciproducens	2949635	S	27	4	31	0.00009
Alkalitalea saponilacus	889453	S	16	1	17	0.00005
Labilibaculum sp.	2060723	S	13	4	17	0.00005
Labilibaculum antarcticum	1717717	S	10	1	11	0.00003
Marinifilum fragile	570161	S	16	2	18	0.00005
Panacibacter ginsenosidivorans	1813871	S	652	64	716	0.00202
Chitinophaga sp. XS-30	2604421	S	37	18	55	0.00015
Chitinophaga sp. HK235	2952571	S	32	19	51	0.00014
Chitinophaga sp. MM2321	3137178	S	29	0	29	0.00008
Chitinophaga sp. LS1	3051176	S	11	25	36	0.00010
Chitinophaga sancti	1004	S	38	38	76	0.00021
Chitinophaga niabensis	536979	S	33	0	33	0.00009
Chitinophaga horti	2920382	S	32	3	35	0.00010
Chitinophaga caseinilytica	2267521	S	28	0	28	0.00008
Chitinophaga oryzae	2725414	S	28	3	31	0.00009
Chitinophaga pinensis	79329	S	24	4	28	0.00008
Chitinophaga filiformis	104663	S	22	3	25	0.00007
Chitinophaga pollutisoli	3133966	S	22	0	22	0.00006
Chitinophaga agri	2703787	S	18	3	21	0.00006
Chitinophaga caeni	2029983	S	17	1	18	0.00005
Chitinophaga alhagiae	2203219	S	16	1	17	0.00005
Ferruginibacter lapsinanis	563172	S	83	10	93	0.00026
Ferruginibacter albus	2875540	S	81	10	91	0.00026
Flavihumibacter fluvii	2838157	S	63	6	69	0.00019
Flavihumibacter rivuli	2838156	S	62	9	71	0.00020
Phnomibacter ginsenosidimutans	2676868	S	122	15	137	0.00039
Sediminibacterium sp. TEGAF015	575378	S	59	9	68	0.00019
Sediminibacterium sp. KACHI17	1751071	S	47	0	47	0.00013
Paraflavitalea speifideaquila	3076558	S	50	7	57	0.00016
Paraflavitalea soli	2315862	S	49	8	57	0.00016
Arachidicoccus sp. BS20	1850526	S	31	3	34	0.00010
Arachidicoccus soli	2341117	S	30	3	33	0.00009
Arachidicoccus terrestris	2875539	S	22	3	25	0.00007
Arachidicoccus ginsenosidivorans	496057	S	14	2	16	0.00005
Niabella ginsenosidivorans	1176587	S	37	3	40	0.00011
Niabella soli	446683	S	34	3	37	0.00010
Niabella yanshanensis	577386	S	26	0	26	0.00007
Lacibacter sediminis	2760713	S	94	10	104	0.00029
Flavisolibacter ginsenosidimutans	661481	S	50	4	54	0.00015
Flavisolibacter tropicus	1492898	S	28	3	31	0.00009
Pseudobacter ginsenosidimutans	661488	S	60	8	68	0.00019
Niastella koreensis	354356	S	59	8	67	0.00019
Filimonas lacunae	477680	S	57	8	65	0.00018
Pseudocnuella soli	2502779	S	44	6	50	0.00014
Rhizosphaericola mali	2545455	S	23	1	24	0.00007
Thermoflavifilum sp.	1968839	S	14	0	14	0.00004
Pontibacter sp. SGAir0037	2571030	S	12	4	16	0.00005
Rufibacter tibetensis	512763	S	10	4	14	0.00004
Adhaeribacter swui	2086471	S	11	1	12	0.00003
Runella sp. SP2	2268026	S	91	8	99	0.00028
Runella slithyformis	106	S	29	4	33	0.00009
Runella rosea	2259595	S	20	4	24	0.00007
Dyadobacter sp. NIV53	2861765	S	15	0	15	0.00004
Dyadobacter pollutisoli	2910158	S	14	1	15	0.00004
Dyadobacter fermentans	94254	S	13	1	14	0.00004
Dyadobacter fanqingshengii	2906443	S	11	3	14	0.00004
Dyadobacter chenwenxiniae	2906456	S	10	2	12	0.00003
Tellurirhabdus rosea	2674997	S	12	2	14	0.00004
Larkinella insperata	332158	S	14	4	18	0.00005
Fibrella aestuarina	651143	S	12	4	16	0.00005
Spirosoma montaniterrae	1178516	S	16	3	19	0.00005
Spirosoma radiotolerans	1379870	S	13	3	16	0.00005
Spirosoma aerolatum	1211326	S	12	2	14	0.00004
Spirosoma taeanense	2735870	S	11	3	14	0.00004
Rhodocytophaga rosea	2704465	S	18	1	19	0.00005
Algoriphagus sp. Y33	2772483	S	10	7	17	0.00005
Belliella baltica	232259	S	15	4	19	0.00005
Aquiflexum balticum	280473	S	10	1	11	0.00003
Emticicia oligotrophica	312279	S	24	1	25	0.00007
Emticicia sp. 21SJ11W-3	2916755	S	15	1	16	0.00005
Leadbetterella byssophila	316068	S	12	1	13	0.00004
Fulvivirga lutea	2810512	S	10	1	11	0.00003
Chryseolinea soli	2321403	S	31	2	33	0.00009
Imperialibacter roseus	1324217	S	15	2	17	0.00005
Chondrinema litorale	2994555	S	12	0	12	0.00003
Persicobacter psychrovividus	387638	S	12	0	12	0.00003
Aquirufa nivalisilvae	2516557	S	13	1	14	0.00004
Marivirga tractuosa	1006	S	10	0	10	0.00003
Roseivirga spongicola	333140	S	10	1	11	0.00003
Mangrovivirga cuniculi	2715131	S	10	1	11	0.00003
Mucilaginibacter sp. KACC 22063	3025666	S	17	1	18	0.00005
Mucilaginibacter sp. 5C4	3048589	S	13	3	16	0.00005
Mucilaginibacter sp. 14171R-50	2703789	S	11	2	13	0.00004
Mucilaginibacter sp. SMC90	2929803	S	11	2	13	0.00004
Mucilaginibacter sp. KACC 22773	3025671	S	10	1	11	0.00003
Mucilaginibacter sp. CSA2-8R	3141542	S	10	0	10	0.00003
Mucilaginibacter gossypii	551996	S	20	12	32	0.00009
Mucilaginibacter paludis	423351	S	19	1	20	0.00006
Mucilaginibacter ginsenosidivorans	398053	S	18	0	18	0.00005
Mucilaginibacter gotjawali	1550579	S	18	0	18	0.00005
Mucilaginibacter sabulilitoris	1173583	S	16	0	16	0.00005
Mucilaginibacter celer	2305508	S	16	1	17	0.00005
Mucilaginibacter jinjuensis	1176721	S	15	0	15	0.00004
Mucilaginibacter ginsenosidivorax	862126	S	13	0	13	0.00004
Mucilaginibacter mali	2740462	S	12	0	12	0.00003
Mucilaginibacter rubeus	2027860	S	11	38	49	0.00014
Mucilaginibacter xinganensis	1234841	S	10	0	10	0.00003
Mucilaginibacter robiniae	2728022	S	10	0	10	0.00003
Pedobacter sp. SL55	2995161	S	22	4	26	0.00007
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	15	0	15	0.00004
Pedobacter aquae	2605747	S	27	4	31	0.00009
Pedobacter mucosus	2895286	S	18	9	27	0.00008
Pedobacter heparinus	984	S	13	7	20	0.00006
Sphingobacterium sp. ML3W	1538644	S	15	7	22	0.00006
Sphingobacterium sp. CZ-2	2557994	S	13	2	15	0.00004
Sphingobacterium sp. SRCM116780	2907623	S	10	1	11	0.00003
Sphingobacterium sp. WM	3031802	S	10	56	66	0.00019
Sphingobacterium spiritivorum	258	S	20	3	23	0.00006
Sphingobacterium multivorum	28454	S	14	36	50	0.00014
Sphingobacterium bambusae	662858	S	10	1	11	0.00003
Solitalea canadensis	995	S	13	0	13	0.00004
Solitalea lacus	2911172	S	12	0	12	0.00003
Pseudopedobacter saltans	151895	S	15	3	18	0.00005
Anseongella ginsenosidimutans	496056	S	12	0	12	0.00003
Aureispira anguillae	2864201	S	13	0	13	0.00004
Haliscomenobacter hydrossis	2350	S	25	1	26	0.00007
Candidatus Sulfidibacterium hydrothermale	2875962	S	10	0	10	0.00003
Gemmatimonas groenlandica	2732249	S	11	0	11	0.00003
Gemmatirosa kalamazoonensis	861299	S	19	0	19	0.00005
Streptomyces sp. NHF165	2175864	S	42	28	70	0.00020
Streptomyces sp. CB01881	2078691	S	40	38	78	0.00022
Streptomyces sp. NBC_01262	2903803	S	39	0	39	0.00011
Streptomyces sp. NBC_00536	2975769	S	36	0	36	0.00010
Streptomyces sp. cg36	3238798	S	36	0	36	0.00010
Streptomyces sp. Y1	3238634	S	36	0	36	0.00010
Streptomyces sp. NBC_00239	2903640	S	36	0	36	0.00010
Streptomyces sp. NBC_01476	2903881	S	35	0	35	0.00010
Streptomyces sp. NBC_01198	2903769	S	34	0	34	0.00010
Streptomyces sp. RerS4	2942449	S	33	44	77	0.00022
Streptomyces sp. NBC_01497	2903885	S	33	0	33	0.00009
Streptomyces sp. NA02950	2742137	S	33	28	61	0.00017
Streptomyces sp. Q6	3118173	S	32	0	32	0.00009
Streptomyces sp. ITFR-21	3075199	S	32	25	57	0.00016
Streptomyces sp. GMY02	1333528	S	32	23	55	0.00015
Streptomyces sp. YIM 121038	2136401	S	32	32	64	0.00018
Streptomyces sp. HUAS MG91	3156398	S	31	0	31	0.00009
Streptomyces sp. NBC_01283	2903812	S	31	0	31	0.00009
Streptomyces sp. R39	3238631	S	31	0	31	0.00009
Streptomyces sp. SCUT-3	2684469	S	30	30	60	0.00017
Streptomyces sp. HUAS 14-6	2981135	S	30	49	79	0.00022
Streptomyces sp. CdTB01	1725411	S	29	40	69	0.00019
Streptomyces sp. SCSIO ZS0520	2892996	S	29	30	59	0.00017
Streptomyces sp. WMMC500	3015154	S	29	70	99	0.00028
Streptomyces sp. C8S0	2585716	S	28	29	57	0.00016
Streptomyces sp. HUAS ZL42	3231715	S	28	0	28	0.00008
Streptomyces sp. 891-h	2720714	S	28	18	46	0.00013
Streptomyces sp. NBC_01304	2903818	S	28	0	28	0.00008
Streptomyces sp. DSM 40868	2721173	S	28	47	75	0.00021
Streptomyces sp. SN-593	659352	S	28	21	49	0.00014
Streptomyces sp. Z423-1	2730915	S	28	44	72	0.00020
Streptomyces sp. Rer75	2750011	S	27	131	158	0.00044
Streptomyces sp. NBC_01788	2975940	S	27	0	27	0.00008
Streptomyces sp. SCSIO 75703	3112165	S	27	0	27	0.00008
Streptomyces sp. NBC_01429	2903862	S	27	0	27	0.00008
Streptomyces sp. So13.3	2136173	S	27	18	45	0.00013
Streptomyces sp. NBC_01465	2903878	S	27	0	27	0.00008
Streptomyces sp. 71268	3002640	S	27	39	66	0.00019
Streptomyces sp. NBC_00582	2975783	S	26	0	26	0.00007
Streptomyces sp. LX-29	2900152	S	26	26	52	0.00015
Streptomyces sp. NBC_00704	2975809	S	26	0	26	0.00007
Streptomyces sp. VNUA116	3062449	S	26	25	51	0.00014
Streptomyces sp. NBC_00247	2975689	S	26	0	26	0.00007
Streptomyces sp. NBC_01803	2975946	S	25	0	25	0.00007
Streptomyces sp. SAT1	1849967	S	25	35	60	0.00017
Streptomyces sp. NBC_00190	2903634	S	25	0	25	0.00007
Streptomyces sp. HUAS CB01	3053466	S	25	26	51	0.00014
Streptomyces sp. NBC_00259	2903643	S	25	0	25	0.00007
Streptomyces sp. NBC_00223	2976008	S	25	0	25	0.00007
Streptomyces sp. QH1-20	3240934	S	25	0	25	0.00007
Streptomyces sp. QHH-9511	2684468	S	25	27	52	0.00015
Streptomyces sp. HUAS 15-9	2981136	S	25	31	56	0.00016
Streptomyces sp. NBC_01352	2903834	S	25	0	25	0.00007
Streptomyces sp. NBC_01477	2976015	S	25	0	25	0.00007
Streptomyces sp. NBC_01237	2903790	S	25	0	25	0.00007
Streptomyces sp. NBC_01216	2903778	S	25	0	25	0.00007
Streptomyces sp. Li-HN-5-11	3075432	S	24	35	59	0.00017
Streptomyces sp. NBC_00286	2975701	S	24	0	24	0.00007
Streptomyces sp. NBC_00663	2975801	S	24	0	24	0.00007
Streptomyces sp. ST1015	1848900	S	24	22	46	0.00013
Streptomyces sp. NBC_01431	2903863	S	24	0	24	0.00007
Streptomyces sp. NBC_01591	2975888	S	24	0	24	0.00007
Streptomyces sp. GS7	2692234	S	23	25	48	0.00014
Streptomyces sp. NBC_00250	2903641	S	23	0	23	0.00006
Streptomyces sp. NBC_00390	2975736	S	23	0	23	0.00006
Streptomyces sp. NBC_01471	2903879	S	23	0	23	0.00006
Streptomyces sp. TLI_053	1855352	S	23	19	42	0.00012
Streptomyces sp. NBC_01294	2903815	S	23	0	23	0.00006
Streptomyces sp. NL15-2K	376149	S	23	0	23	0.00006
Streptomyces sp. WZ-12	3030210	S	23	23	46	0.00013
Streptomyces sp. AM 4-1-1	3028710	S	23	27	50	0.00014
Streptomyces sp. NBC_01235	2903788	S	22	0	22	0.00006
Streptomyces sp. NBC_01317	2903822	S	22	0	22	0.00006
Streptomyces sp. WAC 01438	2203204	S	22	37	59	0.00017
Streptomyces sp. MST-110588	2833628	S	22	18	40	0.00011
Streptomyces sp. R44	3238633	S	22	0	22	0.00006
Streptomyces sp. NBC_01244	2903797	S	22	0	22	0.00006
Streptomyces sp. NBC_00414	2975739	S	22	0	22	0.00006
Streptomyces sp. R21	3238627	S	22	0	22	0.00006
Streptomyces sp. 11x1	3038642	S	22	39	61	0.00017
Streptomyces sp. NBC_01478	2903882	S	22	0	22	0.00006
Streptomyces sp. NBC_00425	2975740	S	21	0	21	0.00006
Streptomyces sp. NBC_01268	2903806	S	21	0	21	0.00006
Streptomyces sp. NBC_01435	2903865	S	21	0	21	0.00006
Streptomyces sp. Mut1	3033811	S	21	33	54	0.00015
Streptomyces sp. NBC_00670	2975804	S	21	0	21	0.00006
Streptomyces sp. NBC_01426	2975866	S	21	0	21	0.00006
Streptomyces sp. NBC_00370	2975728	S	21	0	21	0.00006
Streptomyces sp. SS7	3108485	S	20	0	20	0.00006
Streptomyces sp. W1SF4	2305220	S	20	25	45	0.00013
Streptomyces sp. A2-16	2781734	S	20	33	53	0.00015
Streptomyces sp. TN58	234612	S	20	55	75	0.00021
Streptomyces sp. P3	2135430	S	20	28	48	0.00014
Streptomyces sp. NBC_00289	2975703	S	20	0	20	0.00006
Streptomyces sp. Tu 2975	2676871	S	20	23	43	0.00012
Streptomyces sp. NBC_01754	2975930	S	20	0	20	0.00006
Streptomyces sp. NBC_00525	2903660	S	20	0	20	0.00006
Streptomyces sp. XD-27	3062779	S	20	21	41	0.00012
Streptomyces sp. NBC_01460	2903875	S	19	0	19	0.00005
Streptomyces sp. NA04227	2742136	S	19	16	35	0.00010
Streptomyces sp. NBC_01343	2903832	S	19	0	19	0.00005
Streptomyces sp. NBC_01320	2903824	S	19	0	19	0.00005
Streptomyces sp. MUM 178J	2791991	S	19	0	19	0.00005
Streptomyces sp. FIT100	2837956	S	19	25	44	0.00012
Streptomyces sp. NBC_01276	2903808	S	19	0	19	0.00005
Streptomyces sp. HP-A2021	2927875	S	19	49	68	0.00019
Streptomyces sp. NBC_00287	2975702	S	19	0	19	0.00005
Streptomyces sp. NBC_00162	2903629	S	19	25	44	0.00012
Streptomyces sp. NBC_00490	2903657	S	19	0	19	0.00005
Streptomyces sp. WAC 01529	2203205	S	19	27	46	0.00013
Streptomyces sp. RTd22	1841249	S	19	82	101	0.00028
Streptomyces sp. R28	3238628	S	19	0	19	0.00005
Streptomyces sp. NBC_00820	2975842	S	19	0	19	0.00005
Streptomyces sp. NBC_00557	2975776	S	19	0	19	0.00005
Streptomyces sp. NBC_00358	2975725	S	18	0	18	0.00005
Streptomyces sp. CA-210063	2801029	S	18	49	67	0.00019
Streptomyces sp. Go40/10	2825844	S	18	40	58	0.00016
Streptomyces sp. NBC_01255	2903798	S	18	0	18	0.00005
Streptomyces sp. N50	3081765	S	18	17	35	0.00010
Streptomyces sp. HUAS YS2	3081768	S	18	20	38	0.00011
Streptomyces sp. NBC_01233	2903787	S	18	0	18	0.00005
Streptomyces sp. NBC_00322	2975712	S	18	0	18	0.00005
Streptomyces sp. NBC_01298	2903817	S	18	0	18	0.00005
Streptomyces sp. FXJ1.172	710705	S	18	33	51	0.00014
Streptomyces sp. NBC_00691	2903671	S	18	0	18	0.00005
Streptomyces sp. NBC_01335	2903828	S	18	0	18	0.00005
Streptomyces sp. NBC_01750	2975928	S	18	0	18	0.00005
Streptomyces sp. NBC_01353	2903835	S	18	0	18	0.00005
Streptomyces sp. Caat 7-52	2949637	S	18	32	50	0.00014
Streptomyces sp. NBC_01485	2903884	S	18	0	18	0.00005
Streptomyces sp. NBC_00683	2903670	S	18	0	18	0.00005
Streptomyces sp. 3214.6	1882757	S	18	28	46	0.00013
Streptomyces sp. CL7	3096006	S	18	54	72	0.00020
Streptomyces sp. T12	477697	S	17	27	44	0.00012
Streptomyces sp. ITFR-6	3075197	S	17	26	43	0.00012
Streptomyces sp. SirexAA-E	862751	S	17	29	46	0.00013
Streptomyces sp. MRC013	2898276	S	17	25	42	0.00012
Streptomyces sp. NBC_00224	2975685	S	17	0	17	0.00005
Streptomyces sp. NBC_00335	2975714	S	17	0	17	0.00005
Streptomyces sp. CGMCC 4.7035	3061628	S	17	25	42	0.00012
Streptomyces sp. NBC_01334	2903827	S	17	0	17	0.00005
Streptomyces sp. ITFR-16	3075198	S	17	35	52	0.00015
Streptomyces sp. Je 1-369	2966192	S	17	25	42	0.00012
Streptomyces sp. NBC_00442	2903651	S	17	0	17	0.00005
Streptomyces sp. SM18	1736046	S	17	26	43	0.00012
Streptomyces sp. SCSIO 30461	3118085	S	17	0	17	0.00005
Streptomyces sp. GQFP	2907545	S	17	16	33	0.00009
Streptomyces sp. NBC_00376	2975730	S	17	0	17	0.00005
Streptomyces sp. NBC_00344	2975720	S	17	0	17	0.00005
Streptomyces sp. NBC_01217	2903779	S	16	0	16	0.00005
Streptomyces sp. NBC_00690	2975808	S	16	0	16	0.00005
Streptomyces sp. KMM 9044	2744474	S	16	22	38	0.00011
Streptomyces sp. NBC_01723	2975921	S	16	0	16	0.00005
Streptomyces sp. NBC_00285	2975700	S	16	0	16	0.00005
Streptomyces sp. NBC_00354	2975723	S	16	0	16	0.00005
Streptomyces sp. NBC_01210	2903774	S	16	0	16	0.00005
Streptomyces sp. NBC_01439	2903867	S	16	0	16	0.00005
Streptomyces sp. NBC_00435	2903649	S	16	0	16	0.00005
Streptomyces sp. CG1	1287523	S	16	0	16	0.00005
Streptomyces sp. JB150	2714844	S	16	29	45	0.00013
Streptomyces sp. NBC_00576	2903665	S	16	0	16	0.00005
Streptomyces sp. VNUA24	3031131	S	16	41	57	0.00016
Streptomyces sp. NBC_01232	2903786	S	16	0	16	0.00005
Streptomyces sp. NBC_01116	2903752	S	16	0	16	0.00005
Streptomyces sp. R41	3238632	S	16	0	16	0.00005
Streptomyces sp. NBC_01341	2903831	S	16	0	16	0.00005
Streptomyces sp. NBC_01351	2903833	S	16	0	16	0.00005
Streptomyces sp. NBC_00243	2975688	S	15	0	15	0.00004
Streptomyces sp. YPW6	2840373	S	15	35	50	0.00014
Streptomyces sp. SUK 48	2582831	S	15	47	62	0.00017
Streptomyces sp. PCS3-D2	1460244	S	15	30	45	0.00013
Streptomyces sp. TG1A-60	3129111	S	15	0	15	0.00004
Streptomyces sp. NBC_00588	2975784	S	15	0	15	0.00004
Streptomyces sp. NBC_00400	2975737	S	15	0	15	0.00004
Streptomyces sp. NBC_01717	2975918	S	14	0	14	0.00004
Streptomyces sp. NBC_01197	2903768	S	14	0	14	0.00004
Streptomyces sp. DSM 40750	2801030	S	14	37	51	0.00014
Streptomyces sp. NBC_00448	2903652	S	14	0	14	0.00004
Streptomyces sp. NBC_00513	2975763	S	14	0	14	0.00004
Streptomyces sp. HM190	2695266	S	14	22	36	0.00010
Streptomyces sp. NBC_00151	2975669	S	14	0	14	0.00004
Streptomyces sp. NBC_00841	2975847	S	14	0	14	0.00004
Streptomyces sp. Sge12	1972846	S	14	196	210	0.00059
Streptomyces sp. fd1-xmd	1812480	S	14	38	52	0.00015
Streptomyces sp. CCM_MD2014	1561022	S	14	95	109	0.00031
Streptomyces sp. Je 1-332	3231270	S	14	0	14	0.00004
Streptomyces sp. 11-1-2	1851167	S	14	75	89	0.00025
Streptomyces sp. BB1-1-1	3074430	S	14	31	45	0.00013
Streptomyces sp. NBC_00234	2903638	S	13	0	13	0.00004
Streptomyces sp. NBC_01288	2903814	S	13	0	13	0.00004
Streptomyces sp. NBC_00316	2975710	S	13	0	13	0.00004
Streptomyces sp. NBC_00483	2975756	S	13	0	13	0.00004
Streptomyces sp. NBC_00443	2975743	S	13	0	13	0.00004
Streptomyces sp. NBC_01296	2903816	S	13	0	13	0.00004
Streptomyces sp. NBC_01716	2975917	S	13	0	13	0.00004
Streptomyces sp. NBC_00299	2975705	S	13	0	13	0.00004
Streptomyces sp. Go-475	2072505	S	13	30	43	0.00012
Streptomyces sp. NEAU-sy36	2751189	S	13	21	34	0.00010
Streptomyces sp. NBC_00441	2975742	S	13	0	13	0.00004
Streptomyces sp. NBC_00280	2975699	S	13	0	13	0.00004
Streptomyces sp. NBC_00523	2975765	S	13	0	13	0.00004
Streptomyces sp. NBC_00236	2903639	S	13	0	13	0.00004
Streptomyces sp. NBC_00440	2975741	S	12	0	12	0.00003
Streptomyces sp. FZ201	3057122	S	12	19	31	0.00009
Streptomyces sp. NBC_00696	2903672	S	12	0	12	0.00003
Streptomyces sp. NBC_00385	2975733	S	12	0	12	0.00003
Streptomyces sp. NBC_01451	2903872	S	12	0	12	0.00003
Streptomyces sp. f51	1827742	S	12	0	12	0.00003
Streptomyces sp. 3211	1964449	S	12	113	125	0.00035
Streptomyces sp. M92	2944250	S	12	26	38	0.00011
Streptomyces sp. NBC_01314	2903821	S	12	0	12	0.00003
Streptomyces sp. NBC_01236	2903789	S	12	0	12	0.00003
Streptomyces sp. DG1A-41	3125779	S	12	0	12	0.00003
Streptomyces sp. NBC_00467	2975752	S	12	0	12	0.00003
Streptomyces sp. CMB-StM0423	2059884	S	12	75	87	0.00024
Streptomyces sp. MMBL 11-1	3026420	S	12	25	37	0.00010
Streptomyces sp. R11	3238625	S	12	0	12	0.00003
Streptomyces sp. NBC_00503	2903659	S	12	0	12	0.00003
Streptomyces sp. R33	3238629	S	12	0	12	0.00003
Streptomyces sp. NBC_00258	2903642	S	12	0	12	0.00003
Streptomyces sp. AMCC400023	2056258	S	12	37	49	0.00014
Streptomyces sp. NBC_01257	2903799	S	11	0	11	0.00003
Streptomyces sp. LRE541	2931983	S	11	12	23	0.00006
Streptomyces sp. NBC_00459	2975749	S	11	0	11	0.00003
Streptomyces sp. NBC_01224	2903783	S	11	0	11	0.00003
Streptomyces sp. CNQ-509	444103	S	11	131	142	0.00040
Streptomyces sp. CG4	408783	S	11	0	11	0.00003
Streptomyces sp. WAC 06738	2203210	S	11	136	147	0.00041
Streptomyces sp. NBC_01450	2903871	S	11	0	11	0.00003
Streptomyces sp. NBC_00388	2975735	S	10	0	10	0.00003
Streptomyces sp. NBC_01808	2975947	S	10	0	10	0.00003
Streptomyces sp. ADI95-16	1522758	S	10	24	34	0.00010
Streptomyces sp. EAS-AB2608	2779671	S	10	150	160	0.00045
Streptomyces sp. NBC_00454	2975747	S	10	0	10	0.00003
Streptomyces sp. NBC_00178	2975672	S	10	0	10	0.00003
Streptomyces sp. NBC_00328	2903646	S	10	0	10	0.00003
Streptomyces sp. NBC_01445	2903869	S	10	0	10	0.00003
Streptomyces sp. NBC_00659	2903669	S	10	0	10	0.00003
Streptomyces canus	58343	S	48	0	48	0.00014
Streptomyces aurantiacus	47760	S	22	19	41	0.00012
Streptomyces pseudovenezuelae	67350	S	19	0	19	0.00005
Streptomyces alboniger	132473	S	15	17	32	0.00009
Streptomyces phaeoluteigriseus	114686	S	11	14	25	0.00007
Streptomyces anulatus	1892	S	29	91	120	0.00034
Streptomyces cyaneofuscatus	66883	S	25	54	79	0.00022
Streptomyces graminofaciens	68212	S	15	13	28	0.00008
Streptomyces microflavus	1919	S	15	103	118	0.00033
Streptomyces griseus	1911	S	12	18	30	0.00008
Streptomyces venezuelae	54571	S	74	79	153	0.00043
Streptomyces rapamycinicus	1226757	S	21	0	21	0.00006
Streptomyces hygroscopicus	1912	S	13	2	15	0.00004
Streptomyces griseorubiginosus	67304	S	35	42	77	0.00022
Streptomyces collinus	42684	S	35	57	92	0.00026
Streptomyces noursei	1971	S	35	39	74	0.00021
Streptomyces lydicus	47763	S	34	80	114	0.00032
Streptomyces chartreusis	1969	S	34	72	106	0.00030
Streptomyces buecherae	2763006	S	32	35	67	0.00019
Streptomyces spectabilis	68270	S	30	29	59	0.00017
Streptomyces phaeochromogenes	1923	S	30	0	30	0.00008
Streptomyces virginiae	1961	S	29	0	29	0.00008
Streptomyces niveus	193462	S	28	25	53	0.00015
Streptomyces mirabilis	68239	S	27	190	217	0.00061
Streptomyces ambofaciens	1889	S	26	46	72	0.00020
Streptomyces tubercidicus	47759	S	25	28	53	0.00015
Streptomyces zaomyceticus	68286	S	24	0	24	0.00007
Streptomyces olivoreticuli	68246	S	24	19	43	0.00012
Streptomyces xinghaiensis	1038928	S	24	5	29	0.00008
Streptomyces katrae	68223	S	23	21	44	0.00012
Streptomyces decoyicus	249567	S	23	36	59	0.00017
Streptomyces griseoviridis	45398	S	22	21	43	0.00012
Streptomyces profundus	2867410	S	22	11	33	0.00009
Streptomyces xanthii	2768069	S	21	16	37	0.00010
Streptomyces nigra	1827580	S	21	26	47	0.00013
Streptomyces halobius	2879846	S	21	11	32	0.00009
Streptomyces fradiae	1906	S	20	102	122	0.00034
Streptomyces cathayae	3031124	S	20	30	50	0.00014
